date,state,city_or_county,n_killed,n_injured,n_total,city_ascii,state_name,state_id,county_name
2014-02-09,Minnesota,North St,0,1,1,,,,
2014-02-09,Virginia,Henrico,0,1,1,,,,
2014-02-09,Mississippi,Hinds County,0,0,0,,,,
2014-02-09,Louisiana,Livingston Parish,0,0,0,,,,
2014-02-09,Florida,Volusia County,0,0,0,,,,
2014-02-09,New York,Corona ,0,1,1,,,,
2014-02-09,Florida,Broward County,0,0,0,,,,
2014-02-09,Virginia,Bedford County,0,0,0,,,,
2014-02-09,Kentucky,Daviess County,0,0,0,,,,
2014-02-09,Louisiana,Iberia Parish,0,0,0,,,,
2014-02-09,South Carolina,Richland County,0,2,2,,,,
2014-02-10,Texas,Harris County,0,1,1,,,,
2014-02-10,Colorado,Eagle County,0,0,0,,,,
2014-02-10,Maryland,Prince George,0,0,0,,,,
2014-02-10,Florida,Orange County,0,0,0,,,,
2014-02-10,Michigan,Waterford,0,0,0,,,,
2014-02-10,South Carolina,Dorchester County,0,0,0,,,,
2014-02-10,Texas,Harris County,0,1,1,,,,
2014-02-10,Tennessee,Madison,1,0,1,,,,
2014-02-10,South Carolina,Indian Land,0,0,0,,,,
2014-02-10,California,Reseda,0,1,1,,,,
2014-02-10,Florida,Manatee County,0,0,0,,,,
2014-02-10,Florida,Osceola County,0,0,0,,,,
2014-02-10,Indiana,Orange County,0,3,3,,,,
2014-02-11,Pennsylvania,Waterfall,0,0,0,,,,
2014-02-11,Mississippi,Jones County,0,1,1,,,,
2014-02-11,Florida,Deland,0,0,0,,,,
2014-02-11,Florida,Orange County,2,0,2,,,,
2014-02-11,Arkansas,Lawrence County,0,0,0,,,,
2014-02-11,Idaho,Nez Perce County,1,0,1,,,,
2014-02-11,Arkansas,White County,0,0,0,,,,
2014-02-11,Louisiana,Jefferson Parish,0,1,1,,,,
2014-02-12,Florida,Orange County,0,1,1,,,,
2014-02-12,Wisconsin,Red Cedar,1,0,1,,,,
2014-02-12,Tennessee,Mcminn County,1,2,3,,,,
2014-02-12,Florida,Seminole County,0,0,0,,,,
2014-02-12,North Carolina,Cabarrus County,3,0,3,,,,
2014-02-12,Vermont,Hubbardton,2,0,2,,,,
2014-02-12,Texas,Harris County,0,1,1,,,,
2014-02-12,Louisiana,Caddo Parish,0,1,1,,,,
2014-02-12,Texas,Bowie County,1,0,1,,,,
2014-02-12,Maryland,Prince George,0,0,0,,,,
2014-02-12,Michigan,Springfield Township,0,0,0,,,,
2014-02-13,Wisconsin,Madison ,0,0,0,,,,
2014-02-13,North Carolina,Pamlico County,1,0,1,,,,
2014-02-13,Mississippi,Newton County,1,0,1,,,,
2014-02-13,Nevada,Clark County,1,0,1,,,,
2014-02-13,Alabama,Bullock County,1,0,1,,,,
2014-02-13,Maryland,Harford County,0,0,0,,,,
2014-02-13,Texas,Oak Cliff,0,1,1,,,,
2014-02-14,Michigan,Waterford,0,0,0,,,,
2014-02-14,New York,Salina ,0,0,0,,,,
2014-02-14,North Carolina,Robeson County,2,0,2,,,,
2014-02-14,Wisconsin,Norway,0,0,0,,,,
2014-02-14,Mississippi,Hinds County,0,1,1,,,,
2014-02-14,Mississippi,Kemper County,0,0,0,,,,
2014-02-14,Ohio,Jefferson County,1,0,1,,,,
2014-02-14,Mississippi,Tishomingo County,0,1,1,,,,
2014-02-14,New Jersey,Deptford Township,0,0,0,,,,
2014-02-14,Texas,Roma ,0,0,0,,,,
2014-02-14,Nevada,Red Rock Canyon National Conservation Area,1,0,1,,,,
2014-02-14,Virginia,Henrico,0,0,0,,,,
2014-02-14,North Carolina,Winston,0,0,0,,,,
2014-02-15,New Jersey,Belleville,0,0,0,,,,
2014-02-15,Florida,Port St,0,0,0,,,,
2014-02-15,Georgia,Cartersville ,1,0,1,,,,
2014-02-15,Alabama,Birmingham ,0,0,0,,,,
2014-02-15,Florida,Orange County,0,0,0,,,,
2014-02-15,Tennessee,Humphreys County,0,0,0,,,,
2014-02-15,Virginia,Henrico,0,0,0,,,,
2014-02-15,Georgia,Bibb County,0,0,0,,,,
2014-02-15,Louisiana,Concordia Parish,0,1,1,,,,
2014-02-15,Missouri,Boone County,0,0,0,,,,
2014-02-15,Alaska,Joint Base Elmendorf,1,0,1,,,,
2014-02-16,North Carolina,Forsyth County,2,0,2,,,,
2014-02-16,Georgia,Clayton County,1,0,1,,,,
2014-02-16,Florida,Orange County,1,6,7,,,,
2014-02-16,Florida,Putnam County,0,0,0,,,,
2014-02-16,Tennessee,Joelton,1,0,1,,,,
2014-02-16,Washington,Camano Island,0,3,3,,,,
2014-02-16,Texas,Travis County,0,1,1,,,,
2014-02-16,Kentucky,Daviess County,0,1,1,,,,
2014-02-16,Michigan,Isabella County,0,0,0,,,,
2014-02-16,Florida,Opa,1,0,1,,,,
2014-02-16,Texas,Oak Cliff,0,0,0,,,,
2014-02-17,Tennessee,Hawkins County,0,2,2,,,,
2014-02-17,South Carolina,Catawba Indian Reservation,0,0,0,,,,
2014-02-17,North Carolina,Eagle Springs,0,0,0,,,,
2014-02-17,Mississippi,Pike County,0,1,1,,,,
2014-02-17,South Carolina,Horry County,0,0,0,,,,
2014-02-17,Florida,Pasco County,1,0,1,,,,
2014-02-17,Maryland,Prince George,0,0,0,,,,
2014-02-18,South Carolina,Charleston ,0,0,0,,,,
2014-02-18,Wisconsin,Milwaukee ,0,1,1,,,,
2014-02-18,North Carolina,Colfax,0,0,0,,,,
2014-02-18,Alabama,Wilcox County,0,1,1,,,,
2014-02-18,Tennessee,Woodlawn,0,1,1,,,,
2014-02-18,Kentucky,Mccracken County,0,1,1,,,,
2014-02-18,Maryland,Prince George,0,0,0,,,,
2014-02-18,New Jersey,Scotch Plains,0,1,1,,,,
2014-02-18,Georgia,Dekalb County,0,2,2,,,,
2014-02-18,Georgia,Dekalb County,0,0,0,,,,
2014-02-18,Tennessee,Dyer County,0,1,1,,,,
2014-02-18,Georgia,Barrow County,0,0,0,,,,
2014-02-19,Florida,Orange County,0,0,0,,,,
2014-02-19,Illinois,O,0,0,0,,,,
2014-02-19,Kentucky,Henderson County,0,0,0,,,,
2014-02-19,Pennsylvania,Mckees Rocks,1,0,1,,,,
2014-02-19,Louisiana,Jefferson Parish,0,1,1,,,,
2014-02-19,Tennessee,Woodlawn,0,0,0,,,,
2014-02-20,Ohio,Colerain Township,0,2,2,,,,
2014-02-20,Michigan,Oakland Charter Township,0,0,0,,,,
2014-02-20,Mississippi,Walthall County,1,1,2,,,,
2014-02-20,Missouri,Boone County,0,0,0,,,,
2014-02-20,Washington,Okanogan County,1,0,1,,,,
2014-02-20,Georgia,Effingham County,1,0,1,,,,
2014-02-21,Michigan,Eureka Township,0,0,0,,,,
2014-02-21,South Carolina,Richland County,0,1,1,,,,
2014-02-21,New York,Marbletown,0,0,0,,,,
2014-02-21,Texas,Harris County,0,1,1,,,,
2014-02-21,Texas,Harris County,0,2,2,,,,
2014-02-21,Missouri,Boone County,0,0,0,,,,
2014-02-21,Missouri,Jefferson County,0,0,0,,,,
2014-02-21,Texas,Harris County,0,0,0,,,,
2014-02-21,Michigan,Clinton Township,0,0,0,,,,
2014-02-21,Connecticut,Redding,1,0,1,,,,
2014-02-21,Mississippi,Scott County,1,0,1,,,,
2014-02-21,Montana,Glacier County,0,1,1,,,,
2014-02-21,Kentucky,Calloway County,0,0,0,,,,
2014-02-21,Florida,Lee County,2,0,2,,,,
2014-02-22,Florida,Orange County,0,0,0,,,,
2014-02-22,Oregon,Marion County,0,1,1,,,,
2014-02-22,Virginia,Carroll County,0,0,0,,,,
2014-02-22,Maryland,Prince George,3,0,3,,,,
2014-02-22,Indiana,Crawford County,0,1,1,,,,
2014-02-22,California,Wilmington,0,4,4,,,,
2014-02-22,Virginia,Henrico,0,1,1,,,,
2014-02-22,California,Wilmington,0,4,4,,,,
2014-02-23,Massachusetts,Weymouth,0,0,0,,,,
2014-02-23,Florida,Manatee,1,1,2,,,,
2014-02-23,Washington,Seattle ,1,0,1,,,,
2014-02-23,North Carolina,Hubert,1,0,1,,,,
2014-02-23,Arkansas,Perry County,1,0,1,,,,
2014-02-23,Georgia,Marietta ,0,1,1,,,,
2014-02-23,New Hampshire,Canterbury,1,0,1,,,,
2014-02-23,Michigan,Osceola County,0,0,0,,,,
2014-02-23,Arizona,Stone Lake,0,0,0,,,,
2014-02-23,Vermont,Danby,0,0,0,,,,
2014-02-23,Missouri,Boone County,0,0,0,,,,
2014-02-23,Georgia,Dekalb County,0,2,2,,,,
2014-02-23,Pennsylvania,Penn Hills,1,0,1,,,,
2014-02-23,New York,New York ,1,0,1,,,,
2014-02-23,Mississippi,Noxubee County,0,2,2,,,,
2014-02-23,Tennessee,Gibson County,1,0,1,,,,
2014-02-24,Virginia,Prince William County,0,0,0,,,,
2014-02-24,New Jersey,Irvington,1,0,1,,,,
2014-02-24,Louisiana,Calcasieu Parish,0,0,0,,,,
2014-02-24,Tennessee,Marshall County,0,1,1,,,,
2014-02-24,Minnesota,Pine County,0,0,0,,,,
2014-02-24,South Carolina,West Ashley,0,1,1,,,,
2014-02-24,Mississippi,Simpson County,1,1,2,,,,
2014-02-24,Mississippi,Marshall County,0,1,1,,,,
2014-02-24,Connecticut,Hamden,0,0,0,,,,
2014-02-24,Indiana,Michigan City ,0,0,0,,,,
2014-02-25,Florida,Okeechobee County,0,1,1,,,,
2014-02-25,Louisiana,Jefferson Parish,0,1,1,,,,
2014-02-25,South Dakota,Sheridan Lake,0,0,0,,,,
2014-02-25,Texas,Mcallen,0,0,0,,,,
2014-02-25,Mississippi,D,0,0,0,,,,
2014-02-25,South Carolina,Hilton Head,0,0,0,,,,
2014-02-25,Illinois,O Fallon,0,0,0,,,,
2014-02-25,Kentucky,Webster County,0,1,1,,,,
2014-02-25,Mississippi,Forrest County,1,0,1,,,,
2014-02-25,Wisconsin,Menomonie,0,1,1,,,,
2014-02-25,California,Kearny Mesa,0,0,0,,,,
2014-02-25,Maryland,Baltimore County,0,0,0,,,,
2014-02-25,Washington,King County,0,1,1,,,,
2014-02-25,Georgia,Sumter County,0,0,0,,,,
2014-02-25,Tennessee,Sullivan County,0,0,0,,,,
2014-02-26,Florida,Orange County,0,1,1,,,,
2014-02-26,Kentucky,Pike County,0,1,1,,,,
2014-02-26,Ohio,West Chester,0,0,0,,,,
2014-02-26,South Carolina,Horry County,1,0,1,,,,
2014-02-26,South Carolina,Lexington County,0,0,0,,,,
2014-02-26,California,Rancho Peñasquitos,0,0,0,,,,
2014-02-26,Texas,Cherokee County,1,0,1,,,,
2014-02-26,California,Kearny Mesa,0,0,0,,,,
2014-02-26,Texas,Howard County,0,0,0,,,,
2014-02-26,California,Clairemont,0,0,0,,,,
2014-02-26,Louisiana,Livingston Parish,0,1,1,,,,
2014-02-27,Florida,Greenacres,0,0,0,,,,
2014-02-27,Alabama,Wilcox County,1,0,1,,,,
2014-02-27,Maine,New Portland,0,0,0,,,,
2014-02-27,Florida,Greenacres,0,0,0,,,,
2014-02-27,Mississippi,Diberville,0,0,0,,,,
2014-02-27,Utah,Sandy,0,0,0,,,,
2014-02-28,South Carolina,Jasper County,0,0,0,,,,
2014-02-28,Ohio,Colerain Township,1,0,1,,,,
2014-02-28,Texas,Harris County,0,0,0,,,,
2014-02-28,New York,Wheatfield ,0,0,0,,,,
2014-02-28,Florida,Brevard County,1,0,1,,,,
2014-02-28,Tennessee,Campbell County,0,0,0,,,,
2014-02-28,New Jersey,Middle Township,0,0,0,,,,
2014-02-28,Indiana,Porter County,0,0,0,,,,
2014-02-28,Mississippi,D,0,0,0,,,,
2014-03-01,Louisiana,East Feliciana Parish,0,1,1,,,,
2014-03-01,South Carolina,Orangeburg County,0,1,1,,,,
2014-03-01,Tennessee,Carter County,0,1,1,,,,
2014-03-01,South Carolina,Richland County,1,2,3,,,,
2014-03-01,Texas,Harris County,0,1,1,,,,
2014-03-01,California,Tujunga,1,0,1,,,,
2014-03-01,Georgia,Gwinnett County,1,0,1,,,,
2014-03-01,Florida,Palm Beach County,1,0,1,,,,
2014-03-01,Missouri,O Fallon,1,0,1,,,,
2014-03-02,Texas,Harris County,0,1,1,,,,
2014-03-02,Iowa,Madison County,0,1,1,,,,
2014-03-02,Ohio,Coshocton County,0,1,1,,,,
2014-03-02,Georgia,Gwinnett County,0,1,1,,,,
2014-03-02,South Carolina,Richland County,0,0,0,,,,
2014-03-02,Massachusetts,Ashburnham,0,0,0,,,,
2014-03-02,Iowa,Madison County,0,1,1,,,,
2014-03-02,Maine,Corinth,0,0,0,,,,
2014-03-02,Michigan,Erie,0,0,0,,,,
2014-03-02,Louisiana,Iberia Parish,1,0,1,,,,
2014-03-03,Louisiana,Iberia Parish,1,0,1,,,,
2014-03-03,Ohio,Miami Township,1,0,1,,,,
2014-03-03,Texas,Oak Cliff,0,0,0,,,,
2014-03-03,Arkansas,Pulaski County,0,0,0,,,,
2014-03-03,South Carolina,Hilton Head,0,0,0,,,,
2014-03-03,South Carolina,Horry County,1,0,1,,,,
2014-03-03,Montana,Blackfeet Indian Reservation,1,0,1,,,,
2014-03-03,Illinois,Madison County,0,0,0,,,,
2014-03-03,Texas,Panola County,0,2,2,,,,
2014-03-03,Nevada,Washoe County,1,0,1,,,,
2014-03-04,New Jersey,Mount Olive Township,1,0,1,,,,
2014-03-04,Pennsylvania,Carrick,0,0,0,,,,
2014-03-04,Texas,Harris County,0,1,1,,,,
2014-03-04,Tennessee,Mcminn County,1,0,1,,,,
2014-03-04,Ohio,Avondale,0,1,1,,,,
2014-03-04,South Carolina,York County,0,0,0,,,,
2014-03-05,Florida,Martin County,1,0,1,,,,
2014-03-05,Florida,Orange County,0,1,1,,,,
2014-03-05,Tennessee,Blount County,0,0,0,,,,
2014-03-05,Maryland,Baltimore County,0,0,0,,,,
2014-03-05,Maryland,Baltimore County,0,0,0,,,,
2014-03-05,Maryland,Baltimore County,0,0,0,,,,
2014-03-05,Massachusetts,Ashland,0,0,0,,,,
2014-03-05,Texas,Chaparral,0,1,1,,,,
2014-03-05,Texas,Harris County,0,0,0,,,,
2014-03-05,Florida,Labelle,1,0,1,,,,
2014-03-05,Missouri,Crawford County,1,0,1,,,,
2014-03-05,Colorado,Mesa County,0,0,0,,,,
2014-03-05,Georgia,Dekalb County,1,1,2,,,,
2014-03-05,Tennessee,Shelby County,0,1,1,,,,
2014-03-05,Maryland,Baltimore County,0,0,0,,,,
2014-03-06,South Carolina,Florence County,0,2,2,,,,
2014-03-06,North Carolina,Buncombe County,0,1,1,,,,
2014-03-06,California,Harbor City,1,1,2,,,,
2014-03-06,Washington,Tumtum ,1,0,1,,,,
2014-03-06,Florida,Port St,1,0,1,,,,
2014-03-06,West Virginia,Marshall County,1,0,1,,,,
2014-03-06,Maryland,Baltimore County,0,0,0,,,,
2014-03-07,Florida,Orange County,0,0,0,,,,
2014-03-07,South Carolina,Seabrook,0,1,1,,,,
2014-03-07,Georgia,Forsyth County,0,0,0,,,,
2014-03-07,Louisiana,Natchitoches Parish,0,1,1,,,,
2014-03-07,Indiana,Steuben County,0,0,0,,,,
2014-03-07,Pennsylvania,Norristown ,1,0,1,,,,
2014-03-07,South Carolina,Seabrook,0,1,1,,,,
2014-03-07,Ohio,Lawrence County,0,1,1,,,,
2014-03-07,Texas,Smith County,0,1,1,,,,
2014-03-07,Georgia,Fulton County,0,1,1,,,,
2014-03-07,Florida,Debary,0,0,0,,,,
2014-03-07,Louisiana,Madison Parish,0,1,1,,,,
2014-03-07,Mississippi,Lauderdale County,0,0,0,,,,
2014-03-07,New Jersey,New Gretna,0,1,1,,,,
2014-03-07,Washington,Seatac,0,0,0,,,,
2014-03-07,Louisiana,Algiers,0,0,0,,,,
2014-03-07,Florida,Port St,0,0,0,,,,
2014-03-08,Florida,Santa Rosa County,0,0,0,,,,
2014-03-08,North Carolina,Onslow County,0,0,0,,,,
2014-03-08,South Carolina,Horry County,0,0,0,,,,
2014-03-08,Colorado,El Paso County,1,2,3,,,,
2014-03-08,Minnesota,Pickwick,1,0,1,,,,
2014-03-08,Colorado,El Paso County,1,1,2,,,,
2014-03-08,West Virginia,Fayette County,0,0,0,,,,
2014-03-08,Ohio,Blacklick,0,1,1,,,,
2014-03-08,Kansas,Mcpherson,0,1,1,,,,
2014-03-09,Florida,Santa Rosa County,0,0,0,,,,
2014-03-09,North Carolina,Winston,0,0,0,,,,
2014-03-09,South Carolina,Saint Helena Island,0,1,1,,,,
2014-03-09,Florida,Santa Rosa County,0,0,0,,,,
2014-03-09,Kentucky,Pike County,0,0,0,,,,
2014-03-09,Pennsylvania,Mckeesport,0,0,0,Mckeesport,Pennsylvania,PA,Allegheny
2014-03-09,Tennessee,Mcminn County,1,0,1,,,,
2014-03-10,Alabama,Bessemer ,0,0,0,,,,
2014-03-10,California,Suisun City,0,1,1,,,,
2014-03-10,North Carolina,Cumberland County,0,2,2,,,,
2014-03-10,South Carolina,Richland County,0,0,0,,,,
2014-03-11,South Carolina,Richland County,0,0,0,,,,
2014-03-11,Michigan,Farmington ,0,1,1,,,,
2014-03-11,Florida,Orange County,0,1,1,,,,
2014-03-11,New York,Rosendale,0,0,0,,,,
2014-03-11,Alabama,Coden,1,0,1,,,,
2014-03-11,Missouri,Ballwin ,2,0,2,,,,
2014-03-11,Massachusetts,Middleboro ,0,0,0,,,,
2014-03-11,Utah,Salt Lake City ,0,0,0,,,,
2014-03-12,North Carolina,Burke County,2,0,2,,,,
2014-03-12,North Carolina,Burke County,0,0,0,,,,
2014-03-12,North Carolina,Burke County,1,0,1,,,,
2014-03-12,Texas,Crosby County,0,1,1,,,,
2014-03-12,South Carolina,Lady,0,0,0,,,,
2014-03-12,South Carolina,Union County,0,1,1,,,,
2014-03-12,Virginia,Botetourt County,0,0,0,,,,
2014-03-12,Georgia,Richmond County,0,1,1,,,,
2014-03-12,Maine,New Portland,0,0,0,,,,
2014-03-12,Louisiana,Assumption Parish,0,0,0,,,,
2014-03-12,Texas,Oak Cliff,0,0,0,,,,
2014-03-12,Tennessee,Frayser,1,2,3,,,,
2014-03-12,Massachusetts,Littleton,0,0,0,,,,
2014-03-12,Georgia,Baldwin County,0,1,1,,,,
2014-03-13,Michigan,Richmond ,0,0,0,,,,
2014-03-13,New York,Middletown ,1,0,1,,,,
2014-03-13,Florida,Deland,0,0,0,,,,
2014-03-13,District of Columbia,Anacostia,1,0,1,,,,
2014-03-13,South Carolina,West Ashley,0,0,0,,,,
2014-03-13,Florida,Orange County,1,0,1,,,,
2014-03-13,Georgia,Wilcox County,1,0,1,,,,
2014-03-14,Kentucky,Laurel County,0,0,0,,,,
2014-03-14,South Carolina,Berkeley,0,0,0,,,,
2014-03-14,Connecticut,Windsor,0,0,0,,,,
2014-03-14,Tennessee,Sullivan County,1,1,2,,,,
2014-03-14,Wisconsin,Prairie Du Sac,0,0,0,,,,
2014-03-14,Georgia,Lagrange,1,0,1,,,,
2014-03-14,Texas,Harris County,1,0,1,,,,
2014-03-14,Washington,Clark County,0,1,1,,,,
2014-03-14,Washington,Clark County,1,0,1,,,,
2014-03-14,Georgia,Dekalb County,0,1,1,,,,
2014-03-14,Virginia,Pulaski County,1,0,1,,,,
2014-03-14,Florida,Defuniak Springs,0,0,0,,,,
2014-03-14,Massachusetts,West Roxbury,1,0,1,,,,
2014-03-14,North Carolina,Sunset Harbor,0,0,0,,,,
2014-03-14,California,Sylmar,1,0,1,,,,
2014-03-15,Louisiana,Terrebonne Parish,0,1,1,,,,
2014-03-15,Massachusetts,Dorchester,0,1,1,,,,
2014-03-15,Georgia,Lagrange,0,3,3,,,,
2014-03-15,Michigan,Richmond Township,0,1,1,,,,
2014-03-15,North Carolina,Willow Springs,1,0,1,,,,
2014-03-15,Maryland,Montgomery County,0,0,0,,,,
2014-03-15,Tennessee,Knox County,0,0,0,,,,
2014-03-15,Connecticut,Winsdor,0,0,0,,,,
2014-03-16,Georgia,Forsyth County,1,0,1,,,,
2014-03-16,Pennsylvania,Chester Twp,0,0,0,,,,
2014-03-16,Vermont,Killington,0,2,2,,,,
2014-03-16,Texas,Gregg County,0,0,0,,,,
2014-03-16,Florida,Manatee County,0,0,0,,,,
2014-03-16,North Carolina,New Hanover County,1,0,1,,,,
2014-03-16,Nevada,Lyon County,0,1,1,,,,
2014-03-16,Michigan,Waterford,0,0,0,,,,
2014-03-16,Connecticut,Wallingford,0,0,0,,,,
2014-03-16,New York,Boston,0,0,0,,,,
2014-03-16,Hawaii,Kauai,0,1,1,,,,
2014-03-17,New Jersey,Neptune ,0,1,1,,,,
2014-03-17,Maryland,Harford County,0,0,0,,,,
2014-03-17,Florida,Orange County,3,0,3,,,,
2014-03-17,Louisiana,Central City,0,0,0,,,,
2014-03-17,South Carolina,Richland County,0,0,0,,,,
2014-03-17,Kentucky,Graves County,0,0,0,,,,
2014-03-17,Georgia,Forsyth County,1,0,1,,,,
2014-03-17,Tennessee,Shelby County,1,0,1,,,,
2014-03-17,West Virginia,Mercer County,0,0,0,,,,
2014-03-17,North Carolina,Winston,0,0,0,,,,
2014-03-17,Texas,Mcallen,0,0,0,,,,
2014-03-17,Texas,Porter,1,0,1,,,,
2014-03-17,Kentucky,Letcher County,1,0,1,,,,
2014-03-17,Utah,Pinebrook,0,0,0,,,,
2014-03-17,Pennsylvania,Wilkes,0,0,0,,,,
2014-03-17,New York,Princetown,0,0,0,,,,
2014-03-17,Montana,Ravalli County,1,0,1,,,,
2014-03-17,Georgia,Bibb County,0,0,0,,,,
2014-03-18,Tennessee,Antioch,1,0,1,,,,
2014-03-18,Arkansas,Pulaski County,0,0,0,,,,
2014-03-18,Texas,Van Zandt County,1,0,1,,,,
2014-03-18,Texas,Ector County,1,0,1,,,,
2014-03-18,North Carolina,Buncombe County,1,0,1,,,,
2014-03-18,Mississippi,Lowndes County,0,2,2,,,,
2014-03-18,Texas,Bowie County,0,1,1,,,,
2014-03-18,New Jersey,Manchester,0,0,0,,,,
2014-03-18,Florida,Palm Beach County,0,1,1,,,,
2014-03-19,Florida,Orange County,1,0,1,,,,
2014-03-19,Vermont,Williston,0,0,0,,,,
2014-03-19,Florida,Nassau County,0,1,1,,,,
2014-03-19,Mississippi,Hinds County,0,0,0,,,,
2014-03-19,South Carolina,Hilton Head,0,0,0,,,,
2014-03-19,West Virginia,Mount Lookout,0,1,1,,,,
2014-03-19,South Carolina,Richland County,0,2,2,,,,
2014-03-19,New Jersey,Mount Holly Township,0,0,0,,,,
2014-03-19,Massachusetts,North Weymouth,0,0,0,,,,
2014-03-19,Maryland,Curtis Bay ,2,0,2,,,,
2014-03-19,Georgia,Dekalb County,1,0,1,,,,
2014-03-19,Wisconsin,Union,0,0,0,,,,
2014-03-19,North Carolina,Olin,1,0,1,,,,
2014-03-20,West Virginia,Poe,0,1,1,,,,
2014-03-20,Connecticut,Southington,0,0,0,,,,
2014-03-20,California,Marin County,1,0,1,,,,
2014-03-20,Kentucky,Henderson County,0,1,1,,,,
2014-03-20,Michigan,Ypsilanti Township,0,0,0,,,,
2014-03-20,Michigan,Chesterfield Township,0,0,0,,,,
2014-03-20,North Carolina,Sampson County,0,2,2,,,,
2014-03-20,Maryland,Prince George,1,0,1,,,,
2014-03-20,Florida,Orange County,1,0,1,,,,
2014-03-20,Louisiana,Caddo Parish,0,0,0,,,,
2014-03-20,Georgia,Bibb County,0,1,1,,,,
2014-03-20,Arkansas,Logan County,1,0,1,,,,
2014-03-20,Maine,Bristol,0,1,1,,,,
2014-03-21,Kentucky,Horse Creek,0,1,1,,,,
2014-03-21,New Jersey,Orange,0,0,0,,,,
2014-03-21,California,Orange County,0,0,0,,,,
2014-03-21,Alabama,Madison County,1,0,1,,,,
2014-03-21,Ohio,Richland County,0,0,0,,,,
2014-03-21,Texas,Harris County,0,1,1,,,,
2014-03-21,Pennsylvania,Springfield,0,0,0,,,,
2014-03-21,North Carolina,Thomasville ,0,0,0,,,,
2014-03-21,Washington,Pierce County,1,0,1,,,,
2014-03-21,Ohio,Stark County,0,0,0,,,,
2014-03-21,Maine,Litchfield,0,0,0,,,,
2014-03-21,Maryland,Harford County,1,0,1,,,,
2014-03-21,California,Monterey County,1,0,1,,,,
2014-03-21,Michigan,Waterford,0,0,0,,,,
2014-03-21,California,Tarzana,1,0,1,,,,
2014-03-22,Kentucky,Boyd County,0,0,0,,,,
2014-03-22,Georgia,Fulton County,1,1,2,,,,
2014-03-22,New Mexico,Santa Fe County,1,0,1,,,,
2014-03-22,Connecticut,Enfield,0,0,0,,,,
2014-03-22,Florida,Port St,0,0,0,,,,
2014-03-22,Michigan,Grand Traverse County,1,0,1,,,,
2014-03-23,Connecticut,Southington,0,1,1,,,,
2014-03-23,South Carolina,James Island,0,0,0,,,,
2014-03-23,South Carolina,Aiken County,1,0,1,,,,
2014-03-23,North Carolina,Winston,0,1,1,,,,
2014-03-23,North Carolina,Winston,1,0,1,,,,
2014-03-23,North Carolina,Winston,0,0,0,,,,
2014-03-23,South Carolina,Indian Land,1,0,1,,,,
2014-03-23,New Jersey,Irvington,1,1,2,,,,
2014-03-23,New Jersey,Mount Laurel,0,0,0,,,,
2014-03-23,California,Palms,0,1,1,,,,
2014-03-23,New Jersey,Irvington,1,1,2,,,,
2014-03-23,Connecticut,Enfield,0,0,0,,,,
2014-03-23,Mississippi,Rankin County,0,1,1,,,,
2014-03-23,Oklahoma,Cherokee County,0,0,0,,,,
2014-03-23,Texas,Oak Cliff,0,0,0,,,,
2014-03-23,Kentucky,Clark County,0,0,0,,,,
2014-03-24,Louisiana,Tangipahoa Parish,0,0,0,,,,
2014-03-24,Massachusetts,Dorchester,0,0,0,,,,
2014-03-24,New York,Beekman,1,0,1,,,,
2014-03-24,New Jersey,Teaneck,0,0,0,,,,
2014-03-24,Florida,Defuniak Springs,0,0,0,,,,
2014-03-24,Florida,Orange County,1,0,1,,,,
2014-03-24,Texas,Montgomery County,1,0,1,,,,
2014-03-24,Georgia,Paulding County,1,0,1,,,,
2014-03-24,Idaho,Coeur D Alene ,2,0,2,,,,
2014-03-24,South Carolina,Horry County,1,0,1,,,,
2014-03-24,North Carolina,Browns Summit,3,1,4,,,,
2014-03-24,Pennsylvania,Dauphin County,0,0,0,,,,
2014-03-25,Washington,Stevens County,1,1,2,,,,
2014-03-25,South Carolina,Dacusville,1,0,1,,,,
2014-03-25,Florida,Opa Locka,1,0,1,,,,
2014-03-25,Maryland,Westernport ,0,1,1,,,,
2014-03-25,Missouri,Lawrence County,1,0,1,,,,
2014-03-25,South Carolina,West Ashley,0,1,1,,,,
2014-03-25,Florida,Deland,0,0,0,,,,
2014-03-25,Tennessee,Marion County,1,0,1,,,,
2014-03-25,Georgia,Dekalb,1,0,1,,,,
2014-03-25,Minnesota,Benton County,1,0,1,,,,
2014-03-25,Pennsylvania,North Strabane,1,0,1,,,,
2014-03-25,California,Sutter County,0,1,1,,,,
2014-03-25,Pennsylvania,Glenville,0,0,0,,,,
2014-03-26,California,Los Angeles ,1,0,1,,,,
2014-03-26,Tennessee,Unicoi County,0,0,0,,,,
2014-03-26,Texas,Harris County,0,0,0,,,,
2014-03-26,Michigan,Redford,0,0,0,,,,
2014-03-27,Tennessee,Raleigh,0,0,0,,,,
2014-03-27,Georgia,Dekalb County,1,0,1,,,,
2014-03-27,Texas,Harris County,0,1,1,,,,
2014-03-27,Montana,Park County,2,0,2,,,,
2014-03-27,Pennsylvania,Pocono,0,0,0,,,,
2014-03-27,Texas,Harris County,0,0,0,,,,
2014-03-27,Ohio,Colerain Township,0,0,0,,,,
2014-03-27,South Carolina,West Ashley,0,1,1,,,,
2014-03-27,Virginia,Chesterfield County,0,0,0,,,,
2014-03-28,Kentucky,Russell Cave,0,0,0,,,,
2014-03-28,Massachusetts,Dorchester,0,1,1,,,,
2014-03-28,Massachusetts,Mashpee,0,1,1,,,,
