,date,state,city_or_county,n_killed,n_injured,n_total,county
238,2/8/2014,Idaho,Coeur D'alene,0,0,0,
615,5/3/2014,Idaho,Coeur D'alene,0,0,0,
808,6/6/2014,Idaho,Coeur D'alene,1,0,1,
853,6/18/2014,Idaho,Coeur D'alene,0,0,0,
1491,9/18/2014,Idaho,Coeur D'alene,0,0,0,
1959,11/30/2014,Idaho,Coeur D'alene,1,0,1,
2024,12/14/2014,Idaho,Coeur D'Alene,0,0,0,
5166,4/14/2017,Massachusetts,Cohasset,0,0,0,
114,1/18/2014,Vermont,Colchester,0,0,0,
1096,7/25/2014,Vermont,Colchester,0,0,0,
1121,7/28/2014,Vermont,Colchester,0,0,0,
1841,11/10/2014,Vermont,Colchester,0,0,0,
2343,2/27/2015,Vermont,Colchester,0,0,0,
2527,4/7/2015,Vermont,Colchester,0,0,0,
3201,9/20/2015,Vermont,Colchester,0,1,1,
3796,3/7/2016,Vermont,Colchester,0,1,1,
4724,12/6/2016,Vermont,Colchester,0,0,0,
146,1/25/2014,Nevada,Cold Creek,0,0,0,
4440,9/18/2016,New York,Colden,0,0,0,
4251,7/25/2016,Ohio,Colerain,0,0,0,
5890,10/20/2017,Ohio,Colerain,0,0,0,
282,2/20/2014,Ohio,Colerain Township,0,2,2,
320,2/28/2014,Ohio,Colerain Township,1,0,1,
445,3/27/2014,Ohio,Colerain Township,0,0,0,
532,4/14/2014,Ohio,Colerain Township,0,0,0,
1001,7/11/2014,Ohio,Colerain Township,0,1,1,
1015,7/13/2014,Ohio,Colerain Township,0,0,0,
1071,7/21/2014,Ohio,Colerain Township,0,1,1,
1094,7/25/2014,Ohio,Colerain Township,0,1,1,
1198,8/6/2014,Ohio,Colerain Township,0,0,0,
1222,8/10/2014,Ohio,Colerain Township,0,1,1,
4919,1/29/2017,Michigan,Colfax Township,2,0,2,
2987,7/22/2015,New York,College Point,0,0,0,
3910,4/11/2016,New York,College Point,0,0,0,
2731,5/17/2015,New York,Collins,0,0,0,
926,7/1/2014,Maryland,Colora,0,1,1,
930,7/2/2014,Maryland,Colora,0,1,1,
2299,2/15/2015,Oregon,Colton,1,0,1,
6142,12/24/2017,Maryland,Coltons Point,1,0,1,
3152,9/4/2015,Pennsylvania,Columbia Cross Roads,0,0,0,
832,6/13/2014,Michigan,Commerce Township,0,0,0,
2136,1/4/2015,Michigan,Commerce Township,0,1,1,
2139,1/5/2015,Michigan,Commerce Township,0,1,1,
3382,11/11/2015,Michigan,Commerce Township,1,0,1,
2681,5/7/2015,Massachusetts,Concord,0,0,0,
268,2/15/2014,Louisiana,Concordia Parish,0,1,1,
2201,1/18/2015,Louisiana,Concordia Parish,1,0,1,
1099,7/25/2014,New York,Conewango,0,0,0,
5457,6/27/2017,Maryland,Conowingo,2,0,2,
2902,6/28/2015,New York,Constable,0,1,1,
3812,3/12/2016,Pennsylvania,Cooksburg,0,0,0,
2047,12/17/2014,West Virginia,Cool Ridge,1,0,1,
583,4/27/2014,Texas,Copperfield,0,0,0,
3571,1/2/2016,West Virginia,Cora,1,0,1,
1677,10/16/2014,Oregon,Corbett,0,0,0,
5512,7/16/2017,South Carolina,Cordesville,0,0,0,
1450,9/13/2014,Maine,Corinna,0,0,0,
2159,1/9/2015,Maine,Corinna,0,0,0,
5903,10/23/2017,Maine,Corinna,0,0,0,
328,3/2/2014,Maine,Corinth,0,0,0,
2056,12/19/2014,Maine,Corinth,0,0,0,
2095,12/26/2014,New York,Cornhill,1,0,1,
1866,11/13/2014,Maine,Cornish,0,0,0,
3387,11/12/2015,New Hampshire,Cornish,0,0,0,
4174,7/3/2016,Maine,Cornish,0,0,0,
4608,11/5/2016,Maine,Cornish,0,0,0,
4630,11/11/2016,Maine,Cornish,0,0,0,
2806,5/30/2015,Maine,Cornville,0,0,0,
2389,3/9/2015,New York,Cornwall,0,0,0,
3522,12/19/2015,California,Corona Del Mar,0,0,0,
1944,11/27/2014,New York,Cortlandt,0,0,0,
4348,8/21/2016,New York,Cortlandt Manor,0,0,0,
5473,7/4/2017,New York,Cortlandt Manor,0,0,0,
4948,2/5/2017,Tennessee,Cosby,0,1,1,
5616,8/13/2017,Tennessee,Cosby,1,0,1,
1902,11/19/2014,Connecticut,Coventry,0,0,0,
3958,4/26/2016,Connecticut,Coventry,0,0,0,
6190,1/9/2018,California,Coyote,1,0,1,
2723,5/16/2015,North Carolina,Crabtree,1,0,1,
611,5/2/2014,Pennsylvania,Crafton Heights,0,1,1,
5592,8/7/2017,Pennsylvania,Cranberry Township,0,1,1,
156,1/26/2014,Alabama,Crane Hill,1,0,1,
4808,1/1/2017,New Jersey,Cranford,0,0,0,
3116,8/25/2015,New York,Craryville,0,0,0,
1363,9/2/2014,Florida,Crescent City ,0,0,0,
5465,7/1/2017,West Virginia,Creston,1,0,1,
5,1/1/2014,Connecticut,Cromwell,0,1,1,
2493,3/31/2015,Connecticut,Cromwell,0,0,0,
3281,10/13/2015,Kentucky,Cromwell,0,0,0,
4147,6/25/2016,Connecticut,Cromwell,0,1,1,
4976,2/12/2017,Connecticut,Cromwell,0,0,0,
4979,2/13/2017,Connecticut,Cromwell,0,0,0,
5080,3/16/2017,Connecticut,Cromwell,0,0,0,
5148,4/9/2017,Kentucky,Cromwell,0,0,0,
5206,4/27/2017,Virginia,Cross Junction,0,0,0,
1367,9/2/2014,New York,Crown Point,0,0,0,
1107,7/26/2014,Pennsylvania,Crum Lynne,2,1,3,
2937,7/8/2015,North Carolina,Crumpler,1,0,1,
3842,3/20/2016,Kentucky,Cub Run,0,1,1,
907,6/28/2014,Georgia,Cumming ,0,0,0,
3145,9/1/2015,Tennessee,Cunningham,0,2,2,
2401,3/11/2015,Maryland,Curtis Bay,0,0,0,
5482,7/6/2017,Maryland,Curtis Bay,0,1,1,
5997,11/15/2017,Maine,Cushing,0,0,0,
6425,3/15/2018,Maine,Cushing,0,0,0,
763,5/29/2014,Texas,Cut And Shoot,0,1,1,
4028,5/20/2016,Indiana,Cutler,0,0,0,
4768,12/22/2016,Maine,Cutler,0,1,1,
211,2/3/2014,Texas,Cypress,4,0,4,
1042,7/17/2014,Texas,Cypress,0,1,1,
1496,9/19/2014,Texas,Cypress,0,0,0,
2615,4/24/2015,Texas,Cypress,0,1,1,
3156,9/4/2015,Texas,Cypress,1,1,2,
3355,11/2/2015,Texas,Cypress,2,0,2,
3363,11/4/2015,Texas,Cypress,2,2,4,
3490,12/9/2015,Texas,Cypress,2,0,2,
3512,12/16/2015,Texas,Cypress,1,0,1,
3633,1/19/2016,Texas,Cypress,1,0,1,
3824,3/16/2016,Texas,Cypress,0,1,1,
4334,8/18/2016,Texas,Cypress,3,0,3,
4393,9/5/2016,Texas,Cypress,1,0,1,
4400,9/6/2016,Texas,Cypress,1,0,1,
4481,9/30/2016,Texas,Cypress,0,1,1,
4810,1/1/2017,Texas,Cypress,1,0,1,
4819,1/3/2017,Texas,Cypress,0,1,1,
4983,2/14/2017,Texas,Cypress,0,0,0,
5053,3/9/2017,Texas,Cypress,0,1,1,
5061,3/12/2017,Texas,Cypress,1,0,1,
5102,3/25/2017,Texas,Cypress,0,1,1,
5145,4/7/2017,Texas,Cypress,0,1,1,
5302,5/18/2017,Texas,Cypress,1,0,1,
6096,12/12/2017,Texas,Cypress,1,0,1,
6235,1/20/2018,Texas,Cypress,0,0,0,
6480,3/26/2018,Texas,Cypress,2,1,3,
3426,11/21/2015,Texas,D Hanis,1,1,2,
434,3/25/2014,South Carolina,Dacusville,1,0,1,
1220,8/10/2014,California,Dairyville,2,0,2,
912,6/29/2014,Michigan,Dalton Township,1,0,1,
4386,9/2/2016,Pennsylvania,Damascus,1,0,1,
3862,3/25/2016,New Hampshire,Danbury,0,0,0,
297,2/23/2014,Vermont,Danby,0,0,0,
2110,12/30/2014,New York,Danby,1,0,1,
5112,3/29/2017,Alabama,Danville,0,0,0,
6347,2/20/2018,New Hampshire,Danville,1,0,1,
5734,9/14/2017,New York,Darien,0,1,1,
576,4/24/2014,Louisiana,Darrow,1,1,2,
639,5/5/2014,Massachusetts,Dartmouth,0,0,0,
1726,10/23/2014,Massachusetts,Dartmouth,1,0,1,
1782,11/2/2014,Massachusetts,Dartmouth,0,1,1,
2958,7/13/2015,Massachusetts,Dartmouth,0,0,0,
3018,7/30/2015,Massachusetts,Dartmouth,0,0,0,
3761,2/28/2016,Massachusetts,Dartmouth,0,1,1,
4278,8/3/2016,Massachusetts,Dartmouth,0,0,0,
4538,10/16/2016,Massachusetts,Dartmouth,0,0,0,
4681,11/25/2016,Massachusetts,Dartmouth,0,1,1,
4845,1/11/2017,Massachusetts,Dartmouth,0,0,0,
4987,2/15/2017,Massachusetts,Dartmouth,0,0,0,
4994,2/16/2017,Massachusetts,Dartmouth,0,0,0,
5470,7/4/2017,Massachusetts,Dartmouth,0,0,0,
1832,11/9/2014,South Carolina,Daufuskie Island,0,0,0,
1283,8/19/2014,Florida,Davis Islands,0,1,1,
5160,4/12/2017,West Virginia,Davisville,0,0,0,
2202,1/18/2015,Virginia,Dawn,0,1,1,
133,1/23/2014,Florida,Daytona,0,0,0,
649,5/6/2014,Florida,Daytona,1,0,1,
1244,8/14/2014,Florida,Daytona Beach ,0,0,0,
1937,11/25/2014,Florida,Daytona Beach ,0,0,0,
4167,7/2/2016,Connecticut,Dayville,0,0,0,
4834,1/7/2017,Kentucky,Deane,2,0,2,
347,3/7/2014,Florida,Debary,0,0,0,
534,4/14/2014,Florida,Debary,1,0,1,
536,4/15/2014,Florida,Debary,0,0,0,
784,6/3/2014,Florida,Debary,0,1,1,
1289,8/21/2014,Florida,Debary,0,1,1,
2503,4/2/2015,Florida,Debary,0,1,1,
2532,4/7/2015,Florida,Debary,0,0,0,
2983,7/21/2015,Florida,Debary,0,0,0,
3220,9/26/2015,Florida,Debary,0,1,1,
4030,5/21/2016,Florida,Debary,0,0,0,
4455,9/22/2016,Florida,Debary,0,1,1,
4946,2/4/2017,Florida,Debary,0,0,0,
6078,12/6/2017,Kentucky,Debord,1,0,1,
2562,4/14/2015,Maine,Dedham,0,0,0,
6299,2/5/2018,North Carolina,Deep Run,1,0,1,
6424,3/15/2018,Maine,Deer Isle,0,0,0,
4669,11/21/2016,New Hampshire,Deerfield,0,0,0,
1456,9/13/2014,Florida,Deerfield Beach ,0,0,0,
14,1/3/2014,Florida,Defuniak Springs,0,0,0,
190,1/31/2014,Florida,Defuniak Springs,0,1,1,
373,3/14/2014,Florida,Defuniak Springs,0,0,0,
432,3/24/2014,Florida,Defuniak Springs,0,0,0,
538,4/15/2014,Florida,Defuniak Springs,0,0,0,
630,5/4/2014,Florida,Defuniak Springs,0,0,0,
2185,1/15/2015,Florida,Defuniak Springs,0,1,1,
3762,2/29/2016,Florida,Defuniak Springs,0,1,1,
4490,10/4/2016,Florida,Defuniak Springs,0,0,0,
4575,10/27/2016,Florida,Defuniak Springs,0,0,0,
4868,1/18/2017,Florida,Defuniak Springs,0,0,0,
4916,1/29/2017,Florida,Defuniak Springs,0,1,1,
4928,1/31/2017,Florida,Defuniak Springs,0,2,2,
5059,3/11/2017,Florida,Defuniak Springs,0,0,0,
5154,4/11/2017,Florida,Defuniak Springs,1,0,1,
5177,4/18/2017,Florida,Defuniak Springs,0,0,0,
5462,6/29/2017,Florida,Defuniak Springs,0,0,0,
5516,7/17/2017,Florida,Defuniak Springs,0,0,0,
5701,9/3/2017,Florida,Defuniak Springs,0,0,0,
5955,11/4/2017,Florida,Defuniak Springs,0,0,0,
5991,11/14/2017,Florida,Defuniak Springs,0,0,0,
6020,11/22/2017,Florida,Defuniak Springs,0,1,1,
6057,12/1/2017,Florida,Defuniak Springs,0,0,0,
6203,1/12/2018,Florida,Defuniak Springs,0,0,0,
438,3/25/2014,Georgia,Dekalb,1,0,1,
662,5/10/2014,Georgia,Dekalb,1,0,1,
996,7/10/2014,Georgia,Dekalb,1,0,1,
4352,8/21/2016,Illinois,Dekalb,0,1,1,
4500,10/6/2016,Illinois,Dekalb,1,0,1,
4838,1/8/2017,Illinois,Dekalb,0,0,0,
4954,2/7/2017,Illinois,Dekalb,0,0,0,
5018,2/24/2017,Illinois,Dekalb,0,0,0,
5036,3/2/2017,Illinois,Dekalb,0,0,0,
5230,5/3/2017,Illinois,Dekalb,0,0,0,
5891,10/20/2017,Illinois,Dekalb,0,0,0,
6490,3/31/2018,Illinois,Dekalb,1,0,1,
250,2/11/2014,Florida,Deland,0,0,0,
366,3/13/2014,Florida,Deland,0,0,0,
437,3/25/2014,Florida,Deland,0,0,0,
459,3/30/2014,Florida,Deland,0,0,0,
738,5/25/2014,Florida,Deland,0,1,1,
761,5/29/2014,Florida,Deland,0,0,0,
969,7/7/2014,Florida,Deland,0,0,0,
1088,7/24/2014,Florida,Deland,0,0,0,
1633,10/10/2014,Florida,Deland,0,0,0,
1828,11/9/2014,Florida,Deland,0,1,1,
1856,11/12/2014,Florida,Deland,0,1,1,
2214,1/20/2015,Florida,Deland,0,1,1,
2707,5/12/2015,Florida,Deland,2,0,2,
2713,5/13/2015,Florida,Deland,0,0,0,
2923,7/4/2015,Florida,Deland,0,1,1,
3288,10/16/2015,Florida,Deland,0,2,2,
3347,10/31/2015,Florida,Deland,0,0,0,
3545,12/27/2015,Florida,Deland,1,0,1,
3643,1/23/2016,Florida,Deland,0,1,1,
3771,3/1/2016,Florida,Deland,0,1,1,
3777,3/2/2016,Florida,Deland,0,0,0,
3993,5/8/2016,Florida,Deland,0,1,1,
4055,5/29/2016,Florida,Deland,1,0,1,
4131,6/20/2016,Florida,Deland,1,2,3,
4225,7/17/2016,Florida,Deland,0,0,0,
4274,7/31/2016,Florida,Deland,1,0,1,
4689,11/26/2016,Florida,Deland,2,1,3,
4745,12/12/2016,Florida,Deland,0,1,1,
4795,12/29/2016,Florida,Deland,0,1,1,
