STNAME,CTYNAME,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018
Tennessee,Weakley County,33990,33847,33580,33296,33415,-155,-143,-267,-284,119
Tennessee,White County,26234,26367,26449,26744,27107,58,133,82,295,363
Tennessee,Williamson County,205258,211524,218810,225920,231729,6147,6266,7286,7110,5809
Tennessee,Wilson County,125196,128526,132428,136540,140625,3227,3330,3902,4112,4085
Texas,Texas,26977142,27486814,27937492,28322717,28701845,487678,509672,450678,385225,379128
Texas,Anderson County,57849,57646,57550,58212,58057,-128,-203,-96,662,-155
Texas,Andrews County,17445,18083,17805,17631,18128,657,638,-278,-174,497
Texas,Angelina County,87599,87874,87759,87711,87092,266,275,-115,-48,-619
Texas,Aransas County,24570,24815,25191,25447,23792,680,245,376,256,-1655
Texas,Archer County,8837,8758,8780,8786,8786,42,-79,22,6,0
Texas,Armstrong County,1913,1901,1843,1881,1892,-26,-12,-58,38,11
Texas,Atascosa County,47708,48349,48703,49069,50310,696,641,354,366,1241
Texas,Austin County,28972,29473,29636,29757,29989,288,501,163,121,232
Texas,Bailey County,6970,7222,7185,7054,7027,-158,252,-37,-131,-27
Texas,Bandera County,20816,21148,21705,22324,22824,256,332,557,619,500
Texas,Bastrop County,77994,80281,82827,84809,86976,2050,2287,2546,1982,2167
Texas,Baylor County,3567,3609,3638,3559,3582,-11,42,29,-79,23
Texas,Bee County,32846,32612,32809,32599,32587,34,-234,197,-210,-12
Texas,Bell County,330208,336174,341305,347851,355642,3147,5966,5131,6546,7791
Texas,Bexar County,1858787,1896116,1929530,1958841,1986049,36924,37329,33414,29311,27208
Texas,Blanco County,10817,11042,11323,11513,11702,169,225,281,190,189
Texas,Borden County,665,655,657,670,648,19,-10,2,13,-22
Texas,Bosque County,17719,17868,18014,18318,18691,-150,149,146,304,373
Texas,Bowie County,93502,93494,93994,93977,94324,15,-8,500,-17,347
Texas,Brazoria County,337698,345617,353778,362700,370200,7712,7919,8161,8922,7500
Texas,Brazos County,209030,216450,220156,223572,226758,4889,7420,3706,3416,3186
Texas,Brewster County,9151,9136,9197,9330,9267,-139,-15,61,133,-63
Texas,Briscoe County,1551,1515,1485,1518,1516,-10,-36,-30,33,-2
Texas,Brooks County,7234,7200,7200,7153,7114,-29,-34,0,-47,-39
Texas,Brown County,37555,37749,38074,37870,37924,-118,194,325,-204,54
Texas,Burleson County,17390,17614,17855,18068,18389,121,224,241,213,321
Texas,Burnet County,43951,44753,45852,46654,47542,371,802,1099,802,888
Texas,Caldwell County,39721,40442,41169,42425,43247,506,721,727,1256,822
Texas,Calhoun County,21821,21906,21977,21770,21561,86,85,71,-207,-209
Texas,Callahan County,13506,13591,13789,13968,13994,5,85,198,179,26
Texas,Cameron County,419467,420058,422137,423181,423908,1762,591,2079,1044,727
Texas,Camp County,12664,12708,12786,12874,13033,197,44,78,88,159
Texas,Carson County,6037,6011,6095,6010,6005,49,-26,84,-85,-5
Texas,Cass County,30121,30141,30073,29980,30119,-115,20,-68,-93,139
Texas,Castro County,7929,7797,7783,7760,7665,-193,-132,-14,-23,-95
Texas,Chambers County,38290,39068,40247,41399,42454,928,778,1179,1152,1055
Texas,Cherokee County,51219,51594,51926,52182,52592,108,375,332,256,410
Texas,Childress County,7194,7167,7196,7281,7291,140,-27,29,85,10
Texas,Clay County,10377,10357,10249,10495,10456,-77,-20,-108,246,-39
Texas,Cochran County,2944,2975,2910,2853,2836,-64,31,-65,-57,-17
Texas,Coke County,3215,3227,3261,3303,3370,36,12,34,42,67
Texas,Coleman County,8417,8316,8412,8415,8397,-110,-101,96,3,-18
Texas,Collin County,885827,915665,943719,971393,1005146,28405,29838,28054,27674,33753
Texas,Collingsworth County,3016,3013,3013,2978,2962,-84,-3,0,-35,-16
Texas,Colorado County,20705,20929,21030,21228,21217,-16,224,101,198,-11
Texas,Comal County,123195,128783,134346,140790,148373,4604,5588,5563,6444,7583
Texas,Comanche County,13475,13389,13531,13547,13534,-81,-86,142,16,-13
Texas,Concho County,4104,4175,4297,4311,4276,-25,71,122,14,-35
Texas,Cooke County,38771,39173,39355,39984,40574,308,402,182,629,590
Texas,Coryell County,76178,76197,74879,74883,74808,-609,19,-1318,4,-75
Texas,Cottle County,1429,1439,1402,1381,1389,-13,10,-37,-21,8
Texas,Crane County,4904,5002,4783,4713,4794,183,98,-219,-70,81
Texas,Crockett County,3790,3738,3647,3555,3499,26,-52,-91,-92,-56
Texas,Crosby County,5825,5917,5912,5872,5779,-98,92,-5,-40,-93
Texas,Culberson County,2283,2256,2224,2237,2204,-23,-27,-32,13,-33
Texas,Dallam County,7224,7288,7293,7211,7200,106,64,5,-82,-11
Texas,Dallas County,2520434,2558913,2592844,2622799,2637772,35446,38479,33931,29955,14973
Texas,Dawson County,13448,12990,12998,12766,12619,229,-458,8,-232,-147
Texas,Deaf Smith County,19139,18851,18894,18851,18760,-56,-288,43,-43,-91
Texas,Delta County,5140,5157,5145,5286,5349,22,17,-12,141,63
Texas,Denton County,753429,779528,807883,835330,859064,24655,26099,28355,27447,23734
Texas,DeWitt County,20521,20634,20626,20208,20187,143,113,-8,-418,-21
Texas,Dickens County,2215,2208,2201,2207,2249,-81,-7,-7,6,42
Texas,Dimmit County,10999,10939,10722,10346,10308,96,-60,-217,-376,-38
Texas,Donley County,3484,3392,3389,3351,3319,-77,-92,-3,-38,-32
Texas,Duval County,11519,11342,11429,11272,11212,-70,-177,87,-157,-60
Texas,Eastland County,18262,18165,18261,18342,18322,-22,-97,96,81,-20
Texas,Ector County,154674,159933,157805,157173,162124,4960,5259,-2128,-632,4951
Texas,Edwards County,1904,1912,1912,1941,1928,5,8,0,29,-13
Texas,Ellis County,159259,163391,168467,173636,179436,3288,4132,5076,5169,5800
Texas,El Paso County,834992,833961,838014,840545,840758,3246,-1031,4053,2531,213
Texas,Erath County,40532,41195,41376,41862,42446,633,663,181,486,584
Texas,Falls County,17214,17231,17311,17403,17335,-39,17,80,92,-68
Texas,Fannin County,33598,33500,33919,34572,35286,85,-98,419,653,714
Texas,Fayette County,24792,24964,25051,25176,25349,63,172,87,125,173
Texas,Fisher County,3887,3893,3894,3904,3839,14,6,1,10,-65
Texas,Floyd County,5947,5851,5863,5864,5837,-299,-96,12,1,-27
Texas,Foard County,1276,1226,1201,1206,1200,-12,-50,-25,5,-6
Texas,Fort Bend County,684345,715067,743303,766136,787858,32295,30722,28236,22833,21722
Texas,Franklin County,10568,10606,10673,10780,10766,-48,38,67,107,-14
Texas,Freestone County,19674,19745,19663,19654,19808,79,71,-82,-9,154
Texas,Frio County,18946,19269,19373,19564,19816,540,323,104,191,252
Texas,Gaines County,19350,20241,20480,20635,20901,530,891,239,155,266
Texas,Galveston County,313426,321003,328822,334304,337890,6812,7577,7819,5482,3586
Texas,Garza County,6456,6418,6504,6559,6578,64,-38,86,55,19
Texas,Gillespie County,25495,25954,26259,26530,26804,110,459,305,271,274
Texas,Glasscock County,1327,1379,1363,1360,1388,56,52,-16,-3,28
Texas,Goliad County,7505,7510,7506,7548,7584,54,5,-4,42,36
Texas,Gonzales County,20366,20532,20817,20796,20826,210,166,285,-21,30
Texas,Gray County,23435,23251,22721,22121,21895,440,-184,-530,-600,-226
Texas,Grayson County,123615,125647,128331,131214,133991,1244,2032,2684,2883,2777
Texas,Gregg County,123174,123915,123551,123123,123707,-81,741,-364,-428,584
Texas,Grimes County,27003,27305,27505,27977,28360,207,302,200,472,383
Texas,Guadalupe County,146848,150665,154638,159841,163694,3939,3817,3973,5203,3853
Texas,Hale County,34463,34066,34163,34044,33830,-1219,-397,97,-119,-214
Texas,Hall County,3074,3096,3115,3059,3028,-90,22,19,-56,-31
Texas,Hamilton County,8159,8079,8231,8394,8484,-81,-80,152,163,90
Texas,Hansford County,5562,5647,5580,5483,5463,14,85,-67,-97,-20
Texas,Hardeman County,3991,3915,3969,3964,3922,-75,-76,54,-5,-42
Texas,Hardin County,55508,55761,56260,57159,57207,207,253,499,899,48
Texas,Harris County,4458709,4561939,4629189,4664159,4698619,103551,103230,67250,34970,34460
Texas,Harrison County,66610,66710,66640,66540,66726,322,100,-70,-100,186
Texas,Hartley County,6056,5700,5737,5721,5619,55,-356,37,-16,-102
Texas,Haskell County,5809,5843,5796,5783,5813,-89,34,-47,-13,30
Texas,Hays County,184895,194591,204358,214277,222631,8842,9696,9767,9919,8354
Texas,Hemphill County,4164,4273,4098,3945,3825,12,109,-175,-153,-120
Texas,Henderson County,79302,79507,80129,81061,82299,663,205,622,932,1238
Texas,Hidalgo County,830824,841061,850798,858323,865939,11450,10237,9737,7525,7616
Texas,Hill County,34776,34871,35173,35819,36354,-79,95,302,646,535
Texas,Hockley County,23469,23317,23048,22995,22980,55,-152,-269,-53,-15
Texas,Hood County,53820,55290,56703,58154,60537,954,1470,1413,1451,2383
Texas,Hopkins County,35696,35990,36212,36493,36810,393,294,222,281,317
Texas,Houston County,22815,22758,22915,23116,23169,6,-57,157,201,53
Texas,Howard County,36602,37282,36792,36198,36459,384,680,-490,-594,261
Texas,Hudspeth County,3308,3539,4246,4600,4795,-33,231,707,354,195
Texas,Hunt County,88679,89719,91943,93927,96493,1214,1040,2224,1984,2566
Texas,Hutchinson County,21921,21810,21562,21362,21198,-3,-111,-248,-200,-164
Texas,Irion County,1574,1543,1562,1511,1522,-36,-31,19,-51,11
Texas,Jack County,8885,8883,8779,8821,8843,-69,-2,-104,42,22
Texas,Jackson County,14726,14810,14874,14818,14874,114,84,64,-56,56
Texas,Jasper County,35421,35260,35416,35550,35872,-194,-161,156,134,322
Texas,Jeff Davis County,2217,2199,2232,2271,2252,-14,-18,33,39,-19
Texas,Jefferson County,252915,255232,256311,256591,255001,-196,2317,1079,280,-1590
Texas,Jim Hogg County,5334,5307,5275,5245,5248,66,-27,-32,-30,3
Texas,Jim Wells County,41503,41526,41181,40930,40822,-176,23,-345,-251,-108
Texas,Johnson County,156754,159368,162793,167101,171361,2215,2614,3425,4308,4260
Texas,Jones County,19846,19972,19969,19852,19817,-188,126,-3,-117,-35
Texas,Karnes County,14913,15400,15456,15516,15650,185,487,56,60,134
Texas,Kaufman County,110913,114140,118030,122845,128622,2629,3227,3890,4815,5777
Texas,Kendall County,38402,39965,41919,43984,45641,1229,1563,1954,2065,1657
Texas,Kenedy County,437,440,434,422,442,-1,3,-6,-12,20
Texas,Kent County,748,747,748,760,726,-33,-1,1,12,-34
Texas,Kerr County,50334,50854,51384,51850,52405,559,520,530,466,555
Texas,Kimble County,4466,4393,4415,4406,4362,2,-73,22,-9,-44
Texas,King County,263,281,291,289,277,-10,18,10,-2,-12
Texas,Kinney County,3555,3608,3670,3775,3767,-77,53,62,105,-8
Texas,Kleberg County,31910,31487,31447,31152,31129,-121,-423,-40,-295,-23
Texas,Knox County,3802,3794,3733,3683,3653,79,-8,-61,-50,-30
Texas,Lamar County,49417,49380,49536,49597,49728,322,-37,156,61,131
Texas,Lamb County,13484,13265,13205,13198,13158,-176,-219,-60,-7,-40
Texas,Lampasas County,20113,20379,20560,20919,21229,-36,266,181,359,310
Texas,La Salle County,7486,7650,7611,7567,7531,37,164,-39,-44,-36
Texas,Lavaca County,19783,19916,19875,20019,20110,149,133,-41,144,91
Texas,Lee County,16626,16873,16976,17139,17144,75,247,103,163,5
Texas,Leon County,16737,17034,17200,17249,17270,108,297,166,49,21
Texas,Liberty County,78056,79611,81513,83809,86323,1202,1555,1902,2296,2514
Texas,Limestone County,23538,23475,23527,23517,23519,90,-63,52,-10,2
Texas,Lipscomb County,3553,3563,3499,3376,3355,63,10,-64,-123,-21
Texas,Live Oak County,12057,12177,12029,12185,12166,239,120,-148,156,-19
Texas,Llano County,19662,20083,20606,21205,21646,156,421,523,599,441
Texas,Loving County,89,119,117,136,152,-17,30,-2,19,16
Texas,Lubbock County,294488,298365,302129,304875,307412,4943,3877,3764,2746,2537
Texas,Lynn County,5799,5747,5775,5841,5877,71,-52,28,66,36
Texas,McCulloch County,8157,8259,8127,7960,7987,-88,102,-132,-167,27
Texas,McLennan County,243220,245523,247649,251147,254607,1743,2303,2126,3498,3460
Texas,McMullen County,800,835,820,785,749,39,35,-15,-35,-36
Texas,Madison County,13869,13970,14122,14255,14422,50,101,152,133,167
Texas,Marion County,10153,10135,10124,10073,9928,-128,-18,-11,-51,-145
Texas,Martin County,5462,5653,5638,5562,5753,190,191,-15,-76,191
Texas,Mason County,4096,4058,4167,4203,4280,-25,-38,109,36,77
Texas,Matagorda County,36501,36775,37076,36811,36552,-17,274,301,-265,-259
Texas,Maverick County,57197,57806,58134,58227,58485,604,609,328,93,258
Texas,Medina County,47839,48419,49280,50210,50921,592,580,861,930,711
Texas,Menard County,2128,2134,2093,2121,2139,-9,6,-41,28,18
Texas,Midland County,156787,162359,163862,165386,172578,4392,5572,1503,1524,7192
Texas,Milam County,24145,24370,24691,24985,25131,56,225,321,294,146
Texas,Mills County,4871,4889,4890,4937,4921,0,18,1,47,-16
Texas,Mitchell County,9074,8864,8477,8232,8145,72,-210,-387,-245,-87
Texas,Montague County,19368,19257,19396,19429,19596,-21,-111,139,33,167
Texas,Montgomery County,517328,536124,555703,572146,590925,18810,18796,19579,16443,18779
Texas,Moore County,22006,21825,21810,21878,21485,-152,-181,-15,68,-393
Texas,Morris County,12606,12369,12426,12381,12339,-75,-237,57,-45,-42
Texas,Motley County,1149,1146,1169,1229,1234,-43,-3,23,60,5
Texas,Nacogdoches County,65248,65538,65693,65599,65711,50,290,155,-94,112
Texas,Navarro County,47947,48209,48417,48779,49565,-113,262,208,362,786
Texas,Newton County,14292,14159,14159,13930,13746,-49,-133,0,-229,-184
Texas,Nolan County,15128,15100,15015,14837,14751,56,-28,-85,-178,-86
Texas,Nueces County,356747,360616,361786,361014,362265,3751,3869,1170,-772,1251
Texas,Ochiltree County,10727,10717,10290,10060,9947,16,-10,-427,-230,-113
Texas,Oldham County,2069,2064,2074,2113,2131,-19,-5,10,39,18
Texas,Orange County,83249,83946,84533,84936,83572,438,697,587,403,-1364
Texas,Palo Pinto County,28034,27966,28136,28575,28875,158,-68,170,439,300
Texas,Panola County,23749,23665,23420,23219,23148,-44,-84,-245,-201,-71
Texas,Parker County,122165,125696,129074,133704,138371,2369,3531,3378,4630,4667
Texas,Parmer County,9962,9823,9815,9796,9864,-32,-139,-8,-19,68
Texas,Pecos County,15836,16012,15848,15618,15673,171,176,-164,-230,55
Texas,Polk County,45830,46632,47678,49016,50031,291,802,1046,1338,1015
Texas,Potter County,122119,121385,120824,120518,119648,-49,-734,-561,-306,-870
Texas,Presidio County,7216,7089,7208,7155,6948,-188,-127,119,-53,-207
Texas,Rains County,11012,11136,11306,11751,12159,-20,124,170,445,408
Texas,Randall County,128736,130443,132491,134433,136271,1981,1707,2048,1942,1838
Texas,Reagan County,3788,3811,3722,3700,3741,154,23,-89,-22,41
Texas,Real County,3348,3297,3397,3427,3478,29,-51,100,30,51
Texas,Red River County,12452,12355,12190,12203,12175,-44,-97,-165,13,-28
Texas,Reeves County,14557,14955,15122,15295,15695,339,398,167,173,400
Texas,Refugio County,7357,7324,7269,7199,7032,80,-33,-55,-70,-167
Texas,Roberts County,914,910,910,937,903,-5,-4,0,27,-34
Texas,Robertson County,16468,16701,16814,17185,17284,38,233,113,371,99
Texas,Rockwall County,87073,90169,93432,96877,100657,2402,3096,3263,3445,3780
Texas,Runnels County,10297,10394,10291,10333,10234,97,97,-103,42,-99
Texas,Rusk County,53238,53006,52962,54320,54450,-114,-232,-44,1358,130
Texas,Sabine County,10431,10445,10382,10441,10589,5,14,-63,59,148
Texas,San Augustine County,8480,8347,8283,8292,8232,-182,-133,-64,9,-60
Texas,San Jacinto County,27051,27358,27724,28242,28719,317,307,366,518,477
Texas,San Patricio County,66665,67126,67322,67223,66893,525,461,196,-99,-330
Texas,San Saba County,5862,5930,5934,6032,6054,-100,68,4,98,22
Texas,Schleicher County,3165,3195,3057,2995,2895,-27,30,-138,-62,-100
Texas,Scurry County,17380,17566,17381,17004,16866,104,186,-185,-377,-138
Texas,Shackelford County,3320,3337,3341,3305,3253,-59,17,4,-36,-52
Texas,Shelby County,25624,25414,25624,25311,25418,-368,-210,210,-313,107
Texas,Sherman County,3064,3051,3056,3041,3079,-5,-13,5,-15,38
Texas,Smith County,219605,222447,225344,227460,230221,3084,2842,2897,2116,2761
Texas,Somervell County,8562,8620,8672,8847,9016,-7,58,52,175,169
Texas,Starr County,63059,63595,64025,64267,64525,600,536,430,242,258
Texas,Stephens County,9345,9390,9385,9307,9433,-23,45,-5,-78,126
Texas,Sterling County,1341,1336,1344,1301,1311,111,-5,8,-43,10
Texas,Stonewall County,1388,1399,1404,1387,1362,-30,11,5,-17,-25
Texas,Sutton County,3970,3916,3885,3798,3758,-13,-54,-31,-87,-40
Texas,Swisher County,7555,7484,7438,7481,7462,-168,-71,-46,43,-19
Texas,Tarrant County,1946639,1985924,2024925,2057468,2084931,33478,39285,39001,32543,27463
Texas,Taylor County,135003,136141,136260,136696,137640,1066,1138,119,436,944
Texas,Terrell County,910,870,824,820,823,19,-40,-46,-4,3
Texas,Terry County,12795,12757,12779,12458,12287,81,-38,22,-321,-171
Texas,Throckmorton County,1613,1559,1537,1519,1515,7,-54,-22,-18,-4
Texas,Titus County,32530,32697,32583,32806,33033,-77,167,-114,223,227
Texas,Tom Green County,116327,117501,117625,117689,118189,1651,1174,124,64,500
Texas,Travis County,1152758,1180173,1206383,1227771,1248743,30173,27415,26210,21388,20972
Texas,Trinity County,14300,14544,14552,14710,14740,-146,244,8,158,30
Texas,Tyler County,21457,21372,21432,21523,21696,-43,-85,60,91,173
Texas,Upshur County,40286,40339,40809,41151,41260,524,53,470,342,109
Texas,Upton County,3483,3656,3699,3661,3671,96,173,43,-38,10
Texas,Uvalde County,27046,26968,27088,27098,26846,126,-78,120,10,-252
Texas,Val Verde County,48877,48951,49003,49096,49208,-192,74,52,93,112
Texas,Van Zandt County,52799,53444,54378,55202,56019,458,645,934,824,817
Texas,Victoria County,91059,92178,92475,92103,92035,983,1119,297,-372,-68
Texas,Walker County,70086,70861,71887,72383,72480,672,775,1026,496,97
Texas,Waller County,46794,48663,50069,51285,53126,1363,1869,1406,1216,1841
Texas,Ward County,11574,11633,11580,11423,11720,366,59,-53,-157,297
Texas,Washington County,34404,34833,34736,34897,35108,203,429,-97,161,211
Texas,Webb County,267732,270120,272520,273982,275910,3100,2388,2400,1462,1928
Texas,Wharton County,41124,41426,41668,41916,41619,-18,302,242,248,-297
Texas,Wheeler County,5699,5664,5529,5326,5191,-20,-35,-135,-203,-135
Texas,Wichita County,132649,131034,131443,131899,132064,451,-1615,409,456,165
Texas,Wilbarger County,12991,13067,12904,12747,12820,-216,76,-163,-157,73
Texas,Willacy County,21966,21902,21813,21574,21515,-77,-64,-89,-239,-59
Texas,Williamson County,488041,507104,527474,545948,566719,17937,19063,20370,18474,20771
Texas,Wilson County,46161,47185,48205,49215,50224,931,1024,1020,1010,1009
Texas,Winkler County,7826,8013,7876,7574,7720,188,187,-137,-302,146
Texas,Wise County,61705,62857,64466,65863,68305,693,1152,1609,1397,2442
Texas,Wood County,42774,43119,43760,44291,45129,423,345,641,531,838
Texas,Yoakum County,8404,8648,8651,8562,8591,178,244,3,-89,29
Texas,Young County,18278,18165,18105,17978,18045,-80,-113,-60,-127,67
Texas,Zapata County,14404,14511,14456,14283,14190,1,107,-55,-173,-93
Texas,Zavala County,12259,12322,12127,11965,11983,52,63,-195,-162,18
Utah,Utah,2937399,2982497,3042613,3103118,3161105,39472,45098,60116,60505,57987
Utah,Beaver County,6429,6351,6458,6396,6580,-26,-78,107,-62,184
Utah,Box Elder County,51303,51832,52953,53967,54950,574,529,1121,1014,983
Utah,Cache County,117906,119774,122367,124564,127068,875,1868,2593,2197,2504
Utah,Carbon County,20634,20385,20323,20168,20269,-267,-249,-62,-155,101
Utah,Daggett County,1124,1105,1075,1022,980,-16,-19,-30,-53,-42
Utah,Davis County,328756,334676,341080,346881,351713,6505,5920,6404,5801,4832
Utah,Duchesne County,20206,20756,20255,19915,19964,241,550,-501,-340,49
Utah,Emery County,10638,10359,10207,10020,10014,-121,-279,-152,-187,-6
Utah,Garfield County,5005,4969,4971,5061,5080,-24,-36,2,90,19
Utah,Grand County,9477,9555,9642,9640,9764,104,78,87,-2,124
Utah,Iron County,47045,48120,49692,50822,52775,518,1075,1572,1130,1953
Utah,Juab County,10409,10541,10985,11248,11555,148,132,444,263,307
Utah,Kane County,7166,7040,7300,7537,7709,44,-126,260,237,172
Utah,Millard County,12544,12627,12657,12829,13006,-14,83,30,172,177
Utah,Morgan County,10602,11046,11386,11875,12045,394,444,340,489,170
Utah,Piute County,1467,1491,1459,1413,1445,-20,24,-32,-46,32
Utah,Rich County,2274,2300,2312,2402,2464,10,26,12,90,62
Utah,Salt Lake County,1090257,1102629,1120684,1137820,1152633,10714,12372,18055,17136,14813
Utah,San Juan County,15052,15240,15343,15320,15449,69,188,103,-23,129
Utah,Sanpete County,28295,28663,29256,29991,30623,171,368,593,735,632
Utah,Sevier County,20735,20860,21137,21317,21539,-14,125,277,180,222
Utah,Summit County,39118,39647,40506,41349,41933,697,529,859,843,584
Utah,Tooele County,61446,62617,64535,67418,69907,813,1171,1918,2883,2489
Utah,Uintah County,36921,37783,36254,35219,35438,1238,862,-1529,-1035,219
Utah,Utah County,560751,572650,590082,606503,622213,9418,11899,17432,16421,15710
Utah,Wasatch County,27822,29147,30430,31975,33240,1233,1325,1283,1545,1265
Utah,Washington County,151109,154680,159337,165859,171700,4105,3571,4657,6522,5841
Utah,Wayne County,2696,2691,2674,2721,2690,-16,-5,-17,47,-31
Utah,Weber County,240212,242963,247253,251866,256359,2119,2751,4290,4613,4493
Vermont,Vermont,625218,625197,623644,624525,626299,-994,-21,-1553,881,1774
Vermont,Addison County,36933,36926,36925,36940,36973,-3,-7,-1,15,33
Vermont,Bennington County,36173,36161,35921,35713,35631,-370,-12,-240,-208,-82
Vermont,Caledonia County,30868,30643,30156,30154,30302,-171,-225,-487,-2,148
Vermont,Chittenden County,159961,161294,161542,162891,164572,517,1333,248,1349,1681
Vermont,Essex County,6154,6196,6227,6213,6250,-39,42,31,-14,37
Vermont,Franklin County,48749,48973,48976,49007,49421,355,224,3,31,414
Vermont,Grand Isle County,6967,6870,6917,6983,7090,-21,-97,47,66,107
Vermont,Lamoille County,25130,25238,25325,25345,25300,18,108,87,20,-45
Vermont,Orange County,28878,28890,28921,28999,28999,27,12,31,78,0
Vermont,Orleans County,27021,27030,26762,26834,26907,-113,9,-268,72,73
Vermont,Rutland County,60031,59547,59113,59000,58672,-449,-484,-434,-113,-328
Vermont,Washington County,58960,58645,58356,58283,58140,-257,-315,-289,-73,-143
Vermont,Windham County,43663,43252,43172,42906,42756,-226,-411,-80,-266,-150
Vermont,Windsor County,55730,55532,55331,55257,55286,-262,-198,-201,-74,29
Virginia,Virginia,8312076,8362907,8410946,8465207,8517685,59023,50831,48039,54261,52478
Virginia,Accomack County,32970,32910,32850,32566,32412,4,-60,-60,-284,-154
Virginia,Albemarle County,103743,105119,106408,107788,108718,1470,1376,1289,1380,930
Virginia,Alleghany County,15602,15420,15379,15119,14910,-319,-182,-41,-260,-209
Virginia,Amelia County,12716,12782,12793,12965,13013,57,66,11,172,48
Virginia,Amherst County,32158,31832,31889,31863,31666,-158,-326,57,-26,-197
Virginia,Appomattox County,15348,15485,15512,15701,15841,28,137,27,189,140
Virginia,Arlington County,226043,228746,231582,235121,237521,1105,2703,2836,3539,2400
Virginia,Augusta County,73880,74293,74793,75082,75457,38,413,500,289,375
Virginia,Bath County,4535,4456,4399,4285,4292,-57,-79,-57,-114,7
Virginia,Bedford County,77046,77598,77911,78239,78747,859,552,313,328,508
Virginia,Bland County,6585,6534,6472,6351,6293,-89,-51,-62,-121,-58
Virginia,Botetourt County,33077,33344,33177,33236,33277,86,267,-167,59,41
Virginia,Brunswick County,16826,16856,16642,16616,16384,-158,30,-214,-26,-232
Virginia,Buchanan County,23144,22705,22118,21500,21221,-474,-439,-587,-618,-279
Virginia,Buckingham County,16935,17016,17042,17027,16999,-221,81,26,-15,-28
Virginia,Campbell County,55267,55289,55233,55086,54973,194,22,-56,-147,-113
Virginia,Caroline County,29749,29891,30073,30433,30772,493,142,182,360,339
Virginia,Carroll County,29707,29850,29748,29747,29636,-204,143,-102,-1,-111
Virginia,Charles City County,6975,7040,7019,7000,6941,-96,65,-21,-19,-59
Virginia,Charlotte County,12176,12172,12108,12082,11938,-101,-4,-64,-26,-144
Virginia,Chesterfield County,332148,334955,338414,343163,348556,4509,2807,3459,4749,5393
Virginia,Clarke County,14314,14242,14296,14449,14523,64,-72,54,153,74
Virginia,Craig County,5176,5138,5122,5065,5064,38,-38,-16,-57,-1
Virginia,Culpeper County,49248,49553,50324,51267,51859,637,305,771,943,592
Virginia,Cumberland County,9838,9746,9723,9813,9809,-8,-92,-23,90,-4
Virginia,Dickenson County,15344,15202,15008,14721,14523,-181,-142,-194,-287,-198
Virginia,Dinwiddie County,28098,28111,28341,28459,28529,11,13,230,118,70
Virginia,Essex County,11067,11097,11086,11011,10919,-90,30,-11,-75,-92
Virginia,Fairfax County,1136573,1140164,1143229,1146883,1150795,4585,3591,3065,3654,3912
Virginia,Fauquier County,68132,68431,68810,69528,70675,986,299,379,718,1147
Virginia,Floyd County,15527,15548,15675,15785,15795,44,21,127,110,10
Virginia,Fluvanna County,25970,26111,26129,26417,26783,145,141,18,288,366
Virginia,Franklin County,56268,56227,56148,56326,56195,-7,-41,-79,178,-131
Virginia,Frederick County,82730,83513,84668,86499,88355,1244,783,1155,1831,1856
Virginia,Giles County,16849,16767,16838,16771,16844,-138,-82,71,-67,73
Virginia,Gloucester County,37024,37007,37114,37309,37349,256,-17,107,195,40
Virginia,Goochland County,21854,22159,22462,22691,23244,284,305,303,229,553
Virginia,Grayson County,15922,15956,15868,15677,15631,791,34,-88,-191,-46
Virginia,Greene County,19104,19186,19335,19648,19779,257,82,149,313,131
Virginia,Greensville County,11563,11813,11577,11716,11627,-120,250,-236,139,-89
Virginia,Halifax County,35190,35082,34970,34532,34120,-182,-108,-112,-438,-412
Virginia,Hanover County,101730,103078,104348,105850,107239,661,1348,1270,1502,1389
Virginia,Henrico County,321924,324289,325589,327148,329261,3222,2365,1300,1559,2113
Virginia,Henry County,52230,51912,51593,51250,50953,-513,-318,-319,-343,-297
Virginia,Highland County,2238,2196,2209,2217,2210,33,-42,13,8,-7
Virginia,Isle of Wight County,35860,36155,36319,36571,36953,339,295,164,252,382
Virginia,James City County,72077,72836,73994,75459,76397,1464,759,1158,1465,938
Virginia,King and Queen County,7085,7086,7049,7000,7042,54,1,-37,-49,42
Virginia,King George County,25262,25399,25910,26302,26575,362,137,511,392,273
Virginia,King William County,16150,16285,16408,16705,16939,58,135,123,297,234
Virginia,Lancaster County,10862,10825,10769,10779,10783,-97,-37,-56,10,4
Virginia,Lee County,24716,24550,24066,23795,23541,-354,-166,-484,-271,-254
Virginia,Loudoun County,362290,374054,385524,396995,406850,12312,11764,11470,11471,9855
Virginia,Louisa County,34314,34615,35306,35885,36778,326,301,691,579,893
Virginia,Lunenburg County,12481,12329,12263,12231,12086,-50,-152,-66,-32,-145
Virginia,Madison County,13034,13046,13076,13245,13295,-58,12,30,169,50
Virginia,Mathews County,8814,8844,8789,8731,8802,-85,30,-55,-58,71
Virginia,Mecklenburg County,31112,30933,30827,30712,30650,-135,-179,-106,-115,-62
Virginia,Middlesex County,10653,10683,10751,10643,10769,-124,30,68,-108,126
Virginia,Montgomery County,97117,97348,98254,98283,98985,523,231,906,29,702
