Per Capita Personal Income by County (Dollars),,,,,,
Series ID,Region Name,Region Code,2014,2015,2016,2017
PCPI36079,"Putnam County, NY",36079,57364,59442,60541,63469
PCPI54079,"Putnam County, WV",54079,41182,42445,42971,44279
PCPI18133,"Putnam County, IN",18133,32668,33236,35126,36189
PCPI17155,"Putnam County, IL",17155,52277,54552,54769,55001
PCPI35037,"Quay County, NM",35037,34363,35040,35904,37060
PCPI24035,"Queen Anne's County, MD",24035,55416,57236,59915,61995
PCPI36081,"Queens County, NY",36081,40997,43216,44031,46829
PCPI13239,"Quitman County, GA",13239,26316,27431,27877,29036
PCPI28119,"Quitman County, MS",28119,23483,23890,26511,24999
PCPI13241,"Rabun County, GA",13241,33943,36369,38551,40292
PCPI55101,"Racine County, WI",55101,42441,44658,45037,46412
PCPI48379,"Rains County, TX",48379,30504,31656,32695,32379
PCPI54081,"Raleigh County, WV",54081,36096,36580,35660,37726
PCPI29173,"Ralls County, MO",29173,37713,35979,39098,40220
PCPI38071,"Ramsey County, ND",38071,45597,42810,47388,45791
PCPI27123,"Ramsey County, MN",27123,47608,49577,50825,52291
PCPI48381,"Randall County, TX",48381,44138,45739,45980,46718
PCPI54083,"Randolph County, WV",54083,32617,33615,34066,35075
PCPI13243,"Randolph County, GA",13243,27049,28484,28628,30910
PCPI17157,"Randolph County, IL",17157,32307,33259,34068,34989
PCPI18135,"Randolph County, IN",18135,35238,36376,36593,36186
PCPI29175,"Randolph County, MO",29175,34909,35406,36837,38726
PCPI05121,"Randolph County, AR",05121,29415,28217,30033,32433
PCPI01111,"Randolph County, AL",01111,30074,30887,30630,31900
PCPI37151,"Randolph County, NC",37151,33260,34198,34884,36339
PCPI28121,"Rankin County, MS",28121,41955,42652,43025,43459
PCPI38073,"Ransom County, ND",38073,43707,45185,49195,48808
PCPI22079,"Rapides Parish, LA",22079,40897,42283,43244,44588
PCPI51157,"Rappahannock County, VA",51157,56065,57483,58753,60919
PCPI30081,"Ravalli County, MT",30081,37335,39333,40625,42123
PCPI20153,"Rawlins County, KS",20153,44640,46836,48462,48529
PCPI29177,"Ray County, MO",29177,36262,38318,39078,40116
PCPI48383,"Reagan County, TX",48383,52179,42811,38685,40496
PCPI48385,"Real County, TX",48385,32675,34991,33284,34198
PCPI27125,"Red Lake County, MN",27125,45872,46612,46714,47637
PCPI48387,"Red River County, TX",48387,35227,37147,39267,39414
PCPI22081,"Red River Parish, LA",22081,33475,35254,35159,36840
PCPI31145,"Red Willow County, NE",31145,43642,44163,43427,44356
PCPI27127,"Redwood County, MN",27127,53582,53830,48706,45061
PCPI48389,"Reeves County, TX",48389,31528,31273,30247,32859
PCPI48391,"Refugio County, TX",48391,45822,43574,38810,41496
PCPI20155,"Reno County, KS",20155,35976,36949,37324,39343
PCPI36083,"Rensselaer County, NY",36083,42796,44525,45544,47633
PCPI38075,"Renville County, ND",38075,55644,51505,55682,48186
PCPI27129,"Renville County, MN",27129,49009,52017,49129,48651
PCPI20157,"Republic County, KS",20157,44514,44437,46812,44049
PCPI29179,"Reynolds County, MO",29179,30272,31461,30675,32238
PCPI47143,"Rhea County, TN",47143,31517,33070,33001,34267
PCPI27131,"Rice County, MN",27131,38429,39974,40325,41787
PCPI20159,"Rice County, KS",20159,44444,46139,40904,41642
PCPI49033,"Rich County, UT",49033,38313,39290,34374,34121
PCPI31147,"Richardson County, NE",31147,45558,46006,45292,47160
PCPI30083,"Richland County, MT",30083,71699,62222,54388,55167
PCPI17159,"Richland County, IL",17159,39879,38566,39435,40424
PCPI39139,"Richland County, OH",39139,35164,36241,36469,37977
PCPI45079,"Richland County, SC",45079,40125,41946,42423,43863
PCPI22083,"Richland Parish, LA",22083,32483,34287,35682,36473
PCPI55103,"Richland County, WI",55103,38236,39649,40651,41198
PCPI38077,"Richland County, ND",38077,42998,45060,48749,48024
PCPI51760,"Richmond city, VA",51760,48699,51283,51407,53581
PCPI13245,"Richmond County, GA",13245,33007,34659,35004,36309
PCPI51159,"Richmond County, VA",51159,31888,33803,34851,35263
PCPI37153,"Richmond County, NC",37153,31411,32849,33124,34494
PCPI36085,"Richmond County, NY",36085,48123,50894,51836,54908
PCPI20161,"Riley County, KS",20161,38307,39308,40131,40974
PCPI19159,"Ringgold County, IA",19159,42036,41054,39545,41707
PCPI35039,"Rio Arriba County, NM",35039,30650,32679,33273,33590
PCPI08103,"Rio Blanco County, CO",08103,46105,45548,42740,44189
PCPI08105,"Rio Grande County, CO",08105,38617,43563,43749,45544
PCPI29181,"Ripley County, MO",29181,28363,28856,29058,30206
PCPI18137,"Ripley County, IN",18137,37238,36932,38337,39826
PCPI54085,"Ritchie County, WV",54085,32476,32507,32852,34252
PCPI06065,"Riverside County, CA",06065,34732,36603,37827,39261
PCPI54087,"Roane County, WV",54087,30360,30813,31105,32066
PCPI47145,"Roane County, TN",47145,36144,37451,38555,39763
PCPI51770,"Roanoke city, VA",51770,39322,41651,40875,41946
PCPI46109,"Roberts County, SD",46109,32150,33391,33716,33829
PCPI48393,"Roberts County, TX",48393,48453,44698,38478,39397
PCPI48395,"Robertson County, TX",48395,39344,39655,38785,39350
PCPI21201,"Robertson County, KY",21201,30113,31547,31072,31885
PCPI47147,"Robertson County, TN",47147,36570,38087,39265,40463
PCPI37155,"Robeson County, NC",37155,26723,27222,27676,28895
PCPI31149,"Rock County, NE",31149,63978,66862,59365,57659
PCPI55105,"Rock County, WI",55105,38644,39978,40825,42026
PCPI27133,"Rock County, MN",27133,51250,51489,48171,48510
PCPI17161,"Rock Island County, IL",17161,39960,41253,41811,44155
PCPI21203,"Rockcastle County, KY",21203,27714,28938,29327,30151
PCPI13247,"Rockdale County, GA",13247,31511,32790,33299,34317
PCPI37157,"Rockingham County, NC",37157,33170,34170,34854,36323
PCPI33015,"Rockingham County, NH",33015,61703,64921,67352,70788
PCPI36087,"Rockland County, NY",36087,53472,55249,55388,58133
PCPI48397,"Rockwall County, TX",48397,52435,54900,56842,58717
PCPI40129,"Roger Mills County, OK",40129,52498,47821,43943,47500
PCPI40131,"Rogers County, OK",40131,41183,42343,42272,43539
PCPI38079,"Rolette County, ND",38079,31845,33832,33558,33731
PCPI20163,"Rooks County, KS",20163,40292,38013,36235,37531
PCPI30085,"Roosevelt County, MT",30085,33497,31502,30824,31565
PCPI35041,"Roosevelt County, NM",35041,38387,36804,37445,39974
PCPI26143,"Roscommon County, MI",26143,31942,33718,34417,35187
PCPI27135,"Roseau County, MN",27135,42393,45180,45182,48110
PCPI30087,"Rosebud County, MT",30087,38512,39689,39944,41167
PCPI39141,"Ross County, OH",39141,32691,34000,34260,35177
PCPI08107,"Routt County, CO",08107,65353,69988,69602,73200
PCPI21205,"Rowan County, KY",21205,28370,28867,29495,29866
PCPI37159,"Rowan County, NC",37159,33574,35105,35692,36994
PCPI48399,"Runnels County, TX",48399,38080,38622,38290,39215
PCPI18139,"Rush County, IN",18139,40655,40502,42465,43763
PCPI20165,"Rush County, KS",20165,44744,45504,40223,42289
PCPI55107,"Rusk County, WI",55107,38684,40674,41026,42704
PCPI48401,"Rusk County, TX",48401,36305,35600,34619,35508
PCPI20167,"Russell County, KS",20167,51835,45454,41352,43084
PCPI51167,"Russell County, VA",51167,29800,30792,30878,31977
PCPI01113,"Russell County, AL",01113,29070,30330,30773,32818
PCPI21207,"Russell County, KY",21207,31070,31559,31266,32691
PCPI37161,"Rutherford County, NC",37161,29286,30118,30715,31572
PCPI47149,"Rutherford County, TN",47149,36557,37913,38704,39968
PCPI50021,"Rutland County, VT",50021,45765,47787,48876,49974
PCPI48403,"Sabine County, TX",48403,32205,33520,34212,35371
PCPI22085,"Sabine Parish, LA",22085,32052,32082,31439,32635
PCPI19161,"Sac County, IA",19161,51701,52659,48591,47227
PCPI06067,"Sacramento County, CA",06067,45148,47811,48850,50197
PCPI23023,"Sagadahoc County, ME",23023,44620,46218,47738,49679
PCPI26145,"Saginaw County, MI",26145,34068,35774,36696,38090
PCPI08109,"Saguache County, CO",08109,27995,31366,30284,30134
PCPI34033,"Salem County, NJ",34033,43086,44989,45530,47191
PCPI31151,"Saline County, NE",31151,38645,39754,40460,40998
PCPI05125,"Saline County, AR",05125,37572,38474,39447,40232
PCPI29195,"Saline County, MO",29195,39378,36878,37170,38228
PCPI17165,"Saline County, IL",17165,37118,36891,36878,38690
PCPI20169,"Saline County, KS",20169,42459,44310,46020,47945
PCPI49035,"Salt Lake County, UT",49035,43653,46453,47937,49445
PCPI45081,"Saluda County, SC",45081,30615,32462,32392,33164
PCPI37163,"Sampson County, NC",37163,34840,35165,34842,36035
PCPI48405,"San Augustine County, TX",48405,33876,36371,36077,38277
PCPI06069,"San Benito County, CA",06069,41823,46111,48383,51343
PCPI06071,"San Bernardino County, CA",06071,34218,36245,37514,38816
PCPI06073,"San Diego County, CA",06073,52166,54742,56116,57913
PCPI06075,"San Francisco County, CA",06075,99860,107868,113925,119868
PCPI48407,"San Jacinto County, TX",48407,32364,32374,33290,33712
PCPI06077,"San Joaquin County, CA",06077,37527,39835,40996,42822
PCPI49037,"San Juan County, UT",49037,23404,23875,24028,24905
PCPI53055,"San Juan County, WA",53055,66933,69980,70311,72153
PCPI08111,"San Juan County, CO",08111,51091,58158,46019,47138
PCPI35045,"San Juan County, NM",35045,33689,34103,33053,33751
PCPI06079,"San Luis Obispo County, CA",06079,48527,51732,52803,55328
PCPI06081,"San Mateo County, CA",06081,93672,102516,106615,113410
PCPI08113,"San Miguel County, CO",08113,73709,79945,75793,77106
PCPI35047,"San Miguel County, NM",35047,30952,32806,33277,33494
PCPI48409,"San Patricio County, TX",48409,42096,41909,41665,42852
PCPI48411,"San Saba County, TX",48411,31342,33982,36955,36596
PCPI46111,"Sanborn County, SD",46111,40710,47468,42866,45272
PCPI30089,"Sanders County, MT",30089,29582,32141,32830,33426
PCPI35043,"Sandoval County, NM",35043,37138,38471,39809,40396
PCPI39143,"Sandusky County, OH",39143,36573,37975,38412,39596
PCPI17167,"Sangamon County, IL",17167,43511,44349,45184,46325
PCPI26151,"Sanilac County, MI",26151,32734,34396,34829,35272
PCPI49039,"Sanpete County, UT",49039,25843,28396,27082,27710
PCPI06083,"Santa Barbara County, CA",06083,53625,57168,57034,59460
PCPI06085,"Santa Clara County, CA",06085,78955,86141,92168,98032
PCPI04023,"Santa Cruz County, AZ",04023,33244,33901,34917,36392
PCPI06087,"Santa Cruz County, CA",06087,56452,59598,60924,64028
PCPI35049,"Santa Fe County, NM",35049,50903,52257,54324,55553
PCPI12113,"Santa Rosa County, FL",12113,39498,40506,41869,42909
PCPI12115,"Sarasota County, FL",12115,55139,58427,59598,61523
PCPI36091,"Saratoga County, NY",36091,56240,61210,62513,65288
PCPI38081,"Sargent County, ND",38081,53453,52269,61023,56426
PCPI31153,"Sarpy County, NE",31153,44124,46203,46997,48129
PCPI55111,"Sauk County, WI",55111,42668,44255,44540,45847
PCPI31155,"Saunders County, NE",31155,45017,47129,48542,49725
PCPI55113,"Sawyer County, WI",55113,40243,41583,42272,43724
PCPI36093,"Schenectady County, NY",36093,45966,46164,47350,49389
PCPI48413,"Schleicher County, TX",48413,46491,42522,39909,35836
PCPI13249,"Schley County, GA",13249,27434,29033,28884,30241
PCPI36095,"Schoharie County, NY",36095,34756,35761,36995,38855
PCPI26153,"Schoolcraft County, MI",26153,34451,35551,36627,37696
PCPI29197,"Schuyler County, MO",29197,28718,26822,26572,27614
PCPI36097,"Schuyler County, NY",36097,38205,39463,39208,40458
PCPI17169,"Schuyler County, IL",17169,41366,39718,40990,41117
PCPI42107,"Schuylkill County, PA",42107,36763,38829,39030,40568
PCPI39145,"Scioto County, OH",39145,33448,36058,35555,36466
PCPI37165,"Scotland County, NC",37165,29235,30395,30456,31680
PCPI29199,"Scotland County, MO",29199,37211,32619,31653,32434
PCPI27139,"Scott County, MN",27139,51689,53209,54878,56753
PCPI19163,"Scott County, IA",19163,48448,49331,50228,51612
PCPI47151,"Scott County, TN",47151,27213,27853,27877,28721
PCPI05127,"Scott County, AR",05127,27903,27980,28425,30278
PCPI28123,"Scott County, MS",28123,29630,28762,28804,30336
PCPI17171,"Scott County, IL",17171,37100,34895,37675,38362
PCPI20171,"Scott County, KS",20171,67238,61986,65987,65178
PCPI51169,"Scott County, VA",51169,29623,31024,31570,32685
PCPI29201,"Scott County, MO",29201,37305,36905,37070,38255
PCPI21209,"Scott County, KY",21209,38558,39455,41378,42144
PCPI18143,"Scott County, IN",18143,33284,34117,35514,36397
PCPI31157,"Scotts Bluff County, NE",31157,40572,41476,41548,41864
PCPI13251,"Screven County, GA",13251,29128,30555,31136,32673
PCPI48415,"Scurry County, TX",48415,49266,44646,37915,37542
PCPI05129,"Searcy County, AR",05129,26642,27428,26549,26884
PCPI05131,"Sebastian County, AR",05131,38258,39243,39270,40280
PCPI20173,"Sedgwick County, KS",20173,50592,48858,48050,49101
PCPI08115,"Sedgwick County, CO",08115,54204,51568,46489,52363
PCPI40133,"Seminole County, OK",40133,34243,32445,31259,32382
PCPI12117,"Seminole County, FL",12117,41329,43787,44437,46231
PCPI13253,"Seminole County, GA",13253,38656,37915,38097,39506
PCPI36099,"Seneca County, NY",36099,34415,35001,35066,37037
PCPI39147,"Seneca County, OH",39147,34252,36941,37876,38221
PCPI47153,"Sequatchie County, TN",47153,33082,34536,35503,36691
PCPI40135,"Sequoyah County, OK",40135,30732,31419,31786,32540
PCPI49041,"Sevier County, UT",49041,28572,29908,30406,31677
PCPI05133,"Sevier County, AR",05133,28892,28711,29395,30532
PCPI47155,"Sevier County, TN",47155,34402,36061,37074,38114
PCPI20175,"Seward County, KS",20175,36384,36605,35700,36873
PCPI31159,"Seward County, NE",31159,45415,45536,45741,47842
PCPI48417,"Shackelford County, TX",48417,152459,106883,82895,77918
PCPI29203,"Shannon County, MO",29203,26462,27228,27585,28210
PCPI28125,"Sharkey County, MS",28125,26085,26725,28295,27895
PCPI05135,"Sharp County, AR",05135,30210,30730,30691,31610
PCPI06089,"Shasta County, CA",06089,39612,42244,43324,44691
PCPI55115,"Shawano County, WI",55115,37441,38415,39037,40357
PCPI20177,"Shawnee County, KS",20177,41398,42408,43802,44834
PCPI55117,"Sheboygan County, WI",55117,45276,46921,47867,50081
PCPI18145,"Shelby County, IN",18145,38930,38779,40700,42222
PCPI01117,"Shelby County, AL",01117,48071,50115,50640,52406
PCPI39149,"Shelby County, OH",39149,41012,41400,42235,43739
PCPI17173,"Shelby County, IL",17173,36038,36022,36030,37745
PCPI19165,"Shelby County, IA",19165,50273,49374,48738,48804
PCPI29205,"Shelby County, MO",29205,41551,38375,37338,37346
PCPI21211,"Shelby County, KY",21211,38762,40627,41698,42855
PCPI47157,"Shelby County, TN",47157,43920,45324,46321,47655
PCPI48419,"Shelby County, TX",48419,38163,39591,35719,38554
PCPI51171,"Shenandoah County, VA",51171,39133,40871,41567,43015
PCPI27141,"Sherburne County, MN",27141,40555,42774,43693,45157
PCPI30091,"Sheridan County, MT",30091,57384,55679,51405,45855
PCPI20179,"Sheridan County, KS",20179,52331,47490,48900,46736
PCPI56033,"Sheridan County, WY",56033,53468,52121,53910,54727
PCPI31161,"Sheridan County, NE",31161,48181,47411,43960,45072
PCPI38083,"Sheridan County, ND",38083,31429,37288,39552,27861
PCPI48421,"Sherman County, TX",48421,62752,83495,56207,64897
PCPI41055,"Sherman County, OR",41055,52327,50910,49545,48609
PCPI31163,"Sherman County, NE",31163,42372,43586,40781,41869
PCPI20181,"Sherman County, KS",20181,36269,37227,37946,38942
PCPI26155,"Shiawassee County, MI",26155,33658,35831,36662,37355
PCPI16079,"Shoshone County, ID",16079,33741,35760,36002,35285
PCPI27143,"Sibley County, MN",27143,43292,45582,45088,45467
PCPI06091,"Sierra County, CA",06091,40756,41568,43116,44584
PCPI35051,"Sierra County, NM",35051,34516,36039,37248,38137
PCPI30093,"Silver Bow County, MT",30093,46626,45037,45468,47943
PCPI21213,"Simpson County, KY",21213,34969,36126,36464,37491
PCPI28127,"Simpson County, MS",28127,34453,33704,33665,34969
PCPI31165,"Sioux County, NE",31165,66732,64951,61967,50458
PCPI38085,"Sioux County, ND",38085,26403,28116,28238,27185
PCPI19167,"Sioux County, IA",19167,49611,52576,48251,49363
PCPI06093,"Siskiyou County, CA",06093,38572,41540,42785,43735
PCPI02220,"Sitka Cty&Bor, AK",02220,65344,67048,61931,65745
PCPI53057,"Skagit County, WA",53057,44361,46201,47534,49505
PCPI02230,"Skagway Muny, AK",02230,80845,72391,73673,76710
PCPI53059,"Skamania County, WA",53059,38297,40201,42179,43851
PCPI38087,"Slope County, ND",38087,71406,58191,51115,30462
PCPI28129,"Smith County, MS",28129,34571,32469,31637,33550
PCPI48423,"Smith County, TX",48423,51358,47519,46765,47200
PCPI47159,"Smith County, TN",47159,34329,35200,35384,36759
PCPI20183,"Smith County, KS",20183,40244,42757,42751,43367
PCPI51173,"Smyth County, VA",51173,33512,34711,35337,35778
PCPI53061,"Snohomish County, WA",53061,46888,48488,50101,52405
PCPI42109,"Snyder County, PA",42109,37069,38298,38478,39916
PCPI35053,"Socorro County, NM",35053,32010,33310,33455,33675
PCPI06095,"Solano County, CA",06095,42486,44979,46693,49116
PCPI34035,"Somerset County, NJ",34035,82689,87515,90941,96548
PCPI42111,"Somerset County, PA",42111,36625,37742,38022,39334
PCPI24039,"Somerset County, MD",24039,29626,29987,29841,31327
PCPI23025,"Somerset County, ME",23025,34274,35628,35876,36426
PCPI48425,"Somervell County, TX",48425,42284,41996,43209,44871
PCPI06097,"Sonoma County, CA",06097,51512,55445,57264,60286
PCPI02240,"Southeast Fairbanks CA, AK",02240,45187,47375,46995,47802
PCPI13255,"Spalding County, GA",13255,30612,31983,32993,33787
PCPI45083,"Spartanburg County, SC",45083,38057,39700,40722,41709
PCPI18147,"Spencer County, IN",18147,39377,40034,40263,42290
PCPI21215,"Spencer County, KY",21215,38409,40075,41444,42448
PCPI46115,"Spink County, SD",46115,55378,51155,50458,46460
PCPI53063,"Spokane County, WA",53063,39996,41523,42525,43962
PCPI22087,"St. Bernard Parish, LA",22087,28794,30038,30640,31482
PCPI22089,"St. Charles Parish, LA",22089,44774,46240,46029,47299
PCPI29183,"St. Charles County, MO",29183,45996,47819,48568,50284
PCPI29185,"St. Clair County, MO",29185,28043,28448,28385,28955
PCPI01115,"St. Clair County, AL",01115,33822,34903,35638,36941
PCPI26147,"St. Clair County, MI",26147,37593,39516,40702,42002
PCPI17163,"St. Clair County, IL",17163,39828,41555,41626,42923
PCPI55109,"St. Croix County, WI",55109,47183,49278,51184,52858
PCPI05123,"St. Francis County, AR",05123,25300,25559,25881,27538
PCPI29187,"St. Francois County, MO",29187,30036,30820,31330,32349
PCPI22091,"St. Helena Parish, LA",22091,37690,38854,40247,41512
PCPI22093,"St. James Parish, LA",22093,43460,43483,42939,44911
PCPI22095,"St. John the Baptist Parish, LA",22095,40033,38909,38302,38945
PCPI12109,"St. Johns County, FL",12109,59528,61334,62513,64177
PCPI26149,"St. Joseph County, MI",26149,32622,34485,35277,36005
PCPI18141,"St. Joseph County, IN",18141,40964,43437,43695,46118
PCPI22097,"St. Landry Parish, LA",22097,39020,39326,38904,39519
PCPI36089,"St. Lawrence County, NY",36089,32939,33707,34400,36371
PCPI29189,"St. Louis County, MO",29189,60512,62119,64533,67029
PCPI27137,"St. Louis County, MN",27137,42024,43026,43105,44556
PCPI29510,"St. Louis city, MO",29510,40770,42210,42490,43577
PCPI12111,"St. Lucie County, FL",12111,34578,35941,37689,38835
PCPI22099,"St. Martin Parish, LA",22099,39970,38037,36055,36420
PCPI22101,"St. Mary Parish, LA",22101,39400,39616,36270,37341
PCPI24037,"St. Mary's County, MD",24037,50432,52193,53319,54921
PCPI22103,"St. Tammany Parish, LA",22103,56971,55587,55155,55656
PCPI51179,"Stafford County, VA",51179,49039,50717,51670,53048
PCPI20185,"Stafford County, KS",20185,55984,44698,43158,41697
PCPI06099,"Stanislaus County, CA",06099,38476,40935,41305,42793
PCPI46117,"Stanley County, SD",46117,62246,66489,63502,66677
PCPI37167,"Stanly County, NC",37167,33398,34770,36302,37989
PCPI20187,"Stanton County, KS",20187,55796,56140,49388,49564
PCPI31167,"Stanton County, NE",31167,42735,47969,45733,47261
PCPI38089,"Stark County, ND",38089,86177,71627,60339,59106
PCPI39151,"Stark County, OH",39151,40306,41734,41781,43293
PCPI17175,"Stark County, IL",17175,39328,38403,40349,40153
PCPI18149,"Starke County, IN",18149,31462,31804,32914,34014
PCPI48427,"Starr County, TX",48427,24391,24857,24854,24981
PCPI29186,"Ste. Genevieve County, MO",29186,35153,35722,35591,37106
PCPI27145,"Stearns County, MN",27145,42053,43008,43057,44344
PCPI27147,"Steele County, MN",27147,40687,41372,42060,43549
PCPI38091,"Steele County, ND",38091,59383,51577,66050,57998
PCPI40137,"Stephens County, OK",40137,47597,42141,38676,38961
PCPI48429,"Stephens County, TX",48429,57296,43736,38371,37189
PCPI13257,"Stephens County, GA",13257,35353,37034,36876,37709
PCPI17177,"Stephenson County, IL",17177,38912,39803,41101,41144
PCPI48431,"Sterling County, TX",48431,66229,53715,51448,52080
PCPI36101,"Steuben County, NY",36101,39699,41037,41396,43528
PCPI18151,"Steuben County, IN",18151,36293,37137,38730,40203
PCPI53065,"Stevens County, WA",53065,34679,35640,36473,37499
PCPI20189,"Stevens County, KS",20189,40389,37830,35590,36020
PCPI27149,"Stevens County, MN",27149,54045,47718,46048,44580
PCPI47161,"Stewart County, TN",47161,36510,38134,38717,39523
PCPI13259,"Stewart County, GA",13259,20744,20871,21468,22508
PCPI30095,"Stillwater County, MT",30095,44651,46250,47337,49040
PCPI29207,"Stoddard County, MO",29207,34682,35626,34762,35407
PCPI37169,"Stokes County, NC",37169,32117,33568,34079,35584
PCPI28131,"Stone County, MS",28131,30443,30369,30885,30731
PCPI05137,"Stone County, AR",05137,28199,28969,28241,29452
PCPI29209,"Stone County, MO",29209,32552,33922,34660,35794
PCPI48433,"Stonewall County, TX",48433,51871,53307,47039,48863
PCPI32029,"Storey County, NV",32029,40135,42884,44501,52348
PCPI19169,"Story County, IA",19169,37644,38799,39109,39848
PCPI33017,"Strafford County, NH",33017,43473,45947,47304,49339
PCPI38093,"Stutsman County, ND",38093,48268,47658,51245,49366
PCPI56035,"Sublette County, WY",56035,52764,50944,47389,50090
PCPI51800,"Suffolk city, VA",51800,45919,48003,48299,49779
PCPI36103,"Suffolk County, NY",36103,57727,60382,62508,65758
PCPI25025,"Suffolk County, MA",25025,63022,67453,71474,73909
PCPI33019,"Sullivan County, NH",33019,46027,46721,48996,50644
PCPI36105,"Sullivan County, NY",36105,38969,41276,41996,44707
PCPI29211,"Sullivan County, MO",29211,42600,36500,36193,38892
PCPI42113,"Sullivan County, PA",42113,41963,42660,42579,44236
PCPI47163,"Sullivan County, TN",47163,38013,39139,40126,41431
PCPI18153,"Sullivan County, IN",18153,31321,31568,32645,33697
PCPI46119,"Sully County, SD",46119,78988,52351,56163,56447
PCPI54089,"Summers County, WV",54089,29071,30468,30446,31679
PCPI49043,"Summit County, UT",49043,98116,113047,116267,121932
PCPI39153,"Summit County, OH",39153,45178,46454,47222,49168
PCPI08117,"Summit County, CO",08117,55761,59569,61765,64446
PCPI47165,"Sumner County, TN",47165,41905,43847,45292,46998
PCPI20191,"Sumner County, KS",20191,36410,36157,38757,39814
PCPI12119,"Sumter County, FL",12119,38770,40316,42393,43464
PCPI13261,"Sumter County, GA",13261,30827,32187,32649,34174
PCPI45085,"Sumter County, SC",45085,34374,35468,35676,36887
PCPI01119,"Sumter County, AL",01119,30325,30589,31202,32437
PCPI28133,"Sunflower County, MS",28133,26526,26425,28868,29057
PCPI37171,"Surry County, NC",37171,34422,35894,36530,37856
PCPI51181,"Surry County, VA",51181,37750,41141,40139,42427
PCPI42115,"Susquehanna County, PA",42115,38735,39920,39781,41527
PCPI51183,"Sussex County, VA",51183,27667,28575,29033,30151
PCPI34037,"Sussex County, NJ",34037,53709,55528,56711,59193
PCPI10005,"Sussex County, DE",10005,44153,47544,47192,47324
PCPI06101,"Sutter County, CA",06101,39521,40921,41816,43385
PCPI48435,"Sutton County, TX",48435,79143,64404,54472,58599
PCPI12121,"Suwannee County, FL",12121,29549,31542,30750,32644
PCPI37173,"Swain County, NC",37173,33261,34501,35916,37110
PCPI30097,"Sweet Grass County, MT",30097,40463,41920,41717,42048
PCPI56037,"Sweetwater County, WY",56037,48978,49256,47555,49870
PCPI27151,"Swift County, MN",27151,47882,51312,46874,43024
PCPI48437,"Swisher County, TX",48437,40323,47348,39614,44632
PCPI18155,"Switzerland County, IN",18155,27614,27897,28114,28933
PCPI24041,"Talbot County, MD",24041,63465,66787,68338,71246
PCPI13263,"Talbot County, GA",13263,29398,30874,32956,34810
PCPI13265,"Taliaferro County, GA",13265,30208,31649,32440,33003
PCPI01121,"Talladega County, AL",01121,30899,31674,32613,33909
PCPI28135,"Tallahatchie County, MS",28135,26425,25818,27243,28695
PCPI01123,"Tallapoosa County, AL",01123,35200,37261,38217,39724
PCPI19171,"Tama County, IA",19171,40784,41512,42248,43239
PCPI29213,"Taney County, MO",29213,32594,33332,33547,34394
PCPI22105,"Tangipahoa Parish, LA",22105,35109,36067,36812,37814
PCPI35055,"Taos County, NM",35055,33470,35080,35868,36853
PCPI48439,"Tarrant County, TX",48439,47772,47661,46978,47525
PCPI28137,"Tate County, MS",28137,31231,32448,33995,34873
PCPI13267,"Tattnall County, GA",13267,25910,26830,26280,27503
PCPI55119,"Taylor County, WI",55119,36649,38217,37626,38313
PCPI48441,"Taylor County, TX",48441,44340,42858,42589,43329
PCPI21217,"Taylor County, KY",21217,30617,31976,32703,34074
PCPI19173,"Taylor County, IA",19173,41214,41108,35426,38996
PCPI54091,"Taylor County, WV",54091,33786,35084,35272,37278
PCPI12123,"Taylor County, FL",12123,26231,27873,27897,29298
PCPI13269,"Taylor County, GA",13269,25817,27313,31195,29213
PCPI51185,"Tazewell County, VA",51185,33903,34584,33965,36612
PCPI17179,"Tazewell County, IL",17179,42154,43937,44824,45096
PCPI06103,"Tehama County, CA",06103,35957,37658,38500,40016
PCPI13271,"Telfair County, GA",13271,18471,19083,20057,20748
PCPI08119,"Teller County, CO",08119,43955,46062,46208,47030
PCPI22107,"Tensas Parish, LA",22107,33826,29560,34207,35824
PCPI22109,"Terrebonne Parish, LA",22109,44437,42113,39020,38958
PCPI48443,"Terrell County, TX",48443,49346,49906,51687,48058
PCPI13273,"Terrell County, GA",13273,37621,36010,37027,39175
PCPI48445,"Terry County, TX",48445,30534,31389,28931,32649
PCPI56039,"Teton County, WY",56039,200007,204913,224366,233860
PCPI30099,"Teton County, MT",30099,43496,46540,45226,43992
PCPI16081,"Teton County, ID",16081,31263,33351,36135,37314
PCPI29215,"Texas County, MO",29215,26078,26149,25597,26425
PCPI40139,"Texas County, OK",40139,48581,48733,41674,44861
PCPI31169,"Thayer County, NE",31169,52502,53731,50543,50596
PCPI13275,"Thomas County, GA",13275,37485,40226,40165,41480
PCPI20193,"Thomas County, KS",20193,39283,38165,40522,40874
PCPI31171,"Thomas County, NE",31171,72980,81196,63891,55014
PCPI48447,"Throckmorton County, TX",48447,48949,43309,35728,33732
PCPI31173,"Thurston County, NE",31173,46550,46643,43345,44034
PCPI53067,"Thurston County, WA",53067,44164,45643,46979,48845
PCPI13277,"Tift County, GA",13277,33426,36410,35021,35819
PCPI41057,"Tillamook County, OR",41057,37690,39208,40510,41677
PCPI40141,"Tillman County, OK",40141,39118,38754,39281,42809
PCPI42117,"Tioga County, PA",42117,36510,37913,37828,39202
PCPI36107,"Tioga County, NY",36107,42113,41352,42127,43928
PCPI28139,"Tippah County, MS",28139,29547,30542,31447,32520
PCPI18157,"Tippecanoe County, IN",18157,34218,35033,35750,36907
